('port 1',TE,1,'port 1',1,'transmission')
1.936599e+14 2.985607e-06 -1.172877e+02
1.936473e+14 1.640228e-06 -1.176460e+02
1.936348e+14 1.667571e-07 -1.190049e+02
1.936223e+14 1.514372e-06 -1.212318e+02
1.936097e+14 2.904003e-06 -1.216001e+02
1.935972e+14 3.938059e-06 -1.219361e+02
1.935847e+14 4.486651e-06 -1.222658e+02
1.935722e+14 4.482263e-06 -1.225947e+02
1.935596e+14 3.925677e-06 -1.229263e+02
1.935471e+14 2.885135e-06 -1.232661e+02
1.935346e+14 1.489102e-06 -1.236414e+02
1.935221e+14 1.866855e-07 -1.260475e+02
1.935096e+14 1.699340e-06 -1.272423e+02
1.934970e+14 3.086652e-06 -1.276101e+02
1.934845e+14 4.113655e-06 -1.279511e+02
1.934720e+14 4.654634e-06 -1.282862e+02
1.934595e+14 4.643126e-06 -1.286203e+02
1.934470e+14 4.078493e-06 -1.289565e+02
1.934345e+14 3.025878e-06 -1.293002e+02
1.934220e+14 1.609795e-06 -1.296756e+02
1.934095e+14 1.571310e-07 -1.315686e+02
1.933970e+14 1.643577e-06 -1.332821e+02
1.933845e+14 3.082908e-06 -1.336558e+02
1.933720e+14 4.176806e-06 -1.339992e+02
1.933595e+14 4.794545e-06 -1.343359e+02
1.933470e+14 4.861580e-06 -1.346710e+02
1.933345e+14 4.366959e-06 -1.350076e+02
1.933220e+14 3.364672e-06 -1.353500e+02
1.933095e+14 1.968462e-06 -1.357148e+02
1.932970e+14 3.634498e-07 -1.364237e+02
1.932845e+14 1.371006e-06 -1.393170e+02
1.932721e+14 2.910422e-06 -1.397105e+02
1.932596e+14 4.133110e-06 -1.400586e+02
1.932471e+14 4.893941e-06 -1.403978e+02
1.932346e+14 5.102245e-06 -1.407346e+02
1.932221e+14 4.730209e-06 -1.410721e+02
1.932097e+14 3.816156e-06 -1.414136e+02
1.931972e+14 2.460988e-06 -1.417701e+02
1.931847e+14 8.238731e-07 -1.422386e+02
1.931722e+14 9.631390e-07 -1.453318e+02
1.931598e+14 2.616867e-06 -1.457747e+02
1.931473e+14 3.996858e-06 -1.461294e+02
1.931348e+14 4.938108e-06 -1.464711e+02
1.931224e+14 5.329777e-06 -1.468091e+02
1.931099e+14 5.122905e-06 -1.471470e+02
1.930974e+14 4.335928e-06 -1.474875e+02
1.930850e+14 3.053272e-06 -1.478377e+02
1.930725e+14 1.418804e-06 -1.482366e+02
1.930600e+14 4.428099e-07 -1.511809e+02
1.930476e+14 2.200286e-06 -1.518400e+02
1.930351e+14 3.754579e-06 -1.522059e+02
1.930227e+14 4.904457e-06 -1.525507e+02
1.930102e+14 5.515735e-06 -1.528900e+02
1.929978e+14 5.514607e-06 -1.532281e+02
1.929853e+14 4.895526e-06 -1.535678e+02
1.929729e+14 3.722397e-06 -1.539136e+02
1.929604e+14 2.123041e-06 -1.542840e+02
1.929480e+14 3.172581e-07 -1.551461e+02
1.929355e+14 1.655544e-06 -1.578940e+02
1.929231e+14 3.390706e-06 -1.582840e+02
1.929107e+14 4.769730e-06 -1.586334e+02
1.928982e+14 5.632147e-06 -1.589743e+02
1.928858e+14 5.876082e-06 -1.593128e+02
1.928734e+14 5.468011e-06 -1.596518e+02
1.928609e+14 4.446926e-06 -1.599946e+02
1.928485e+14 2.921119e-06 -1.603509e+02
1.928361e+14 1.062982e-06 -1.608003e+02
1.928236e+14 9.801909e-07 -1.638950e+02
1.928112e+14 2.889544e-06 -1.643592e+02
1.927988e+14 4.510463e-06 -1.647168e+02
1.927864e+14 5.650673e-06 -1.650600e+02
1.927739e+14 6.177434e-06 -1.653992e+02
1.927615e+14 6.025412e-06 -1.657377e+02
1.927491e+14 5.204058e-06 -1.660785e+02
1.927367e+14 3.797470e-06 -1.664271e+02
1.927243e+14 1.957746e-06 -1.668110e+02
1.927119e+14 2.441308e-07 -1.691979e+02
1.926994e+14 2.236725e-06 -1.704238e+02
1.926870e+14 4.103373e-06 -1.707986e+02
1.926746e+14 5.542226e-06 -1.711456e+02
1.926622e+14 6.387089e-06 -1.714859e+02
1.926498e+14 6.537252e-06 -1.718244e+02
1.926374e+14 5.967888e-06 -1.721637e+02
1.926250e+14 4.733541e-06 -1.725077e+02
1.926126e+14 2.963715e-06 -1.728686e+02
1.926002e+14 8.619939e-07 -1.733815e+02
1.925878e+14 1.421917e-06 -1.764516e+02
1.925754e+14 3.525939e-06 -1.768757e+02
1.925630e+14 5.276964e-06 -1.772297e+02
1.925506e+14 6.471296e-06 -1.775719e+02
1.925382e+14 6.969638e-06 -1.779106e+02
1.925259e+14 6.708195e-06 -1.782492e+02
1.925135e+14 5.706162e-06 -1.785903e+02
1.925011e+14 4.064859e-06 -1.789404e+02
1.924887e+14 1.960456e-06 -1.793344e+02
1.924763e+14 4.668689e-07 -1.821789e+02
1.924639e+14 2.757412e-06 -1.829415e+02
1.924515e+14 4.824610e-06 -1.833105e+02
1.924392e+14 6.393994e-06 -1.836561e+02
1.924268e+14 7.284720e-06 -1.839958e+02
1.924144e+14 7.389557e-06 -1.843340e+02
1.924020e+14 6.686319e-06 -1.846732e+02
1.923897e+14 5.241352e-06 -1.850175e+02
1.923773e+14 3.204381e-06 -1.853806e+02
1.923649e+14 8.128399e-07 -1.859428e+02
1.923526e+14 1.781460e-06 -1.889735e+02
1.923402e+14 4.155135e-06 -1.893853e+02
1.923278e+14 6.116996e-06 -1.897376e+02
1.923155e+14 7.440426e-06 -1.900790e+02
1.923031e+14 7.970664e-06 -1.904174e+02
1.922908e+14 7.638098e-06 -1.907556e+02
1.922784e+14 6.466625e-06 -1.910965e+02
1.922660e+14 4.572675e-06 -1.914468e+02
1.922537e+14 2.157394e-06 -1.918442e+02
1.922413e+14 6.125914e-07 -1.947532e+02
1.922290e+14 3.240009e-06 -1.954477e+02
1.922166e+14 5.600463e-06 -1.958148e+02
1.922043e+14 7.390427e-06 -1.961597e+02
1.921919e+14 8.403805e-06 -1.964989e+02
1.921796e+14 8.517715e-06 -1.968366e+02
1.921672e+14 7.705755e-06 -1.971754e+02
1.921549e+14 6.042284e-06 -1.975193e+02
1.921426e+14 3.696959e-06 -1.978819e+02
1.921302e+14 9.403899e-07 -1.984436e+02
1.921179e+14 2.055594e-06 -2.014733e+02
1.921056e+14 4.803781e-06 -2.018849e+02
1.920932e+14 7.084370e-06 -2.022368e+02
1.920809e+14 8.634508e-06 -2.025778e+02
1.920686e+14 9.272616e-06 -2.029156e+02
1.920562e+14 8.914030e-06 -2.032533e+02
1.920439e+14 7.581260e-06 -2.035935e+02
1.920316e+14 5.403623e-06 -2.039429e+02
1.920192e+14 2.608798e-06 -2.043363e+02
1.920069e+14 6.245151e-07 -2.071782e+02
1.919946e+14 3.687164e-06 -2.079406e+02
1.919823e+14 6.468381e-06 -2.083088e+02
1.919700e+14 8.601358e-06 -2.086535e+02
1.919577e+14 9.840636e-06 -2.089923e+02
1.919453e+14 1.003551e-05 -2.093294e+02
1.919330e+14 9.146252e-06 -2.096675e+02
1.919207e+14 7.250282e-06 -2.100104e+02
1.919084e+14 4.536936e-06 -2.103704e+02
1.918961e+14 1.309104e-06 -2.108868e+02
1.918838e+14 2.216709e-06 -2.139502e+02
1.918715e+14 5.486025e-06 -2.143725e+02
1.918592e+14 8.236002e-06 -2.147251e+02
1.918469e+14 1.014920e-05 -2.150659e+02
1.918346e+14 1.100150e-05 -2.154032e+02
1.918223e+14 1.068030e-05 -2.157402e+02
1.918100e+14 9.198090e-06 -2.160795e+02
1.917977e+14 6.693741e-06 -2.164269e+02
1.917854e+14 3.423528e-06 -2.168112e+02
1.917731e+14 4.798955e-07 -2.193071e+02
1.917608e+14 4.080321e-06 -2.204182e+02
1.917485e+14 7.463406e-06 -2.207907e+02
1.917362e+14 1.011460e-05 -2.211358e+02
1.917239e+14 1.172897e-05 -2.214742e+02
1.917117e+14 1.211047e-05 -2.218108e+02
1.916994e+14 1.119268e-05 -2.221480e+02
1.916871e+14 9.048391e-06 -2.224894e+02
1.916748e+14 5.885611e-06 -2.228453e+02
1.916625e+14 2.043151e-06 -2.233071e+02
1.916503e+14 2.202835e-06 -2.263956e+02
1.916380e+14 6.202594e-06 -2.268462e+02
1.916257e+14 9.641229e-06 -2.272010e+02
1.916134e+14 1.211867e-05 -2.275419e+02
1.916012e+14 1.334511e-05 -2.278788e+02
1.915889e+14 1.316067e-05 -2.282150e+02
1.915766e+14 1.155431e-05 -2.285531e+02
1.915644e+14 8.668485e-06 -2.288980e+02
1.915521e+14 4.790255e-06 -2.292714e+02
1.915398e+14 5.290500e-07 -2.305249e+02
1.915276e+14 4.369161e-06 -2.328772e+02
1.915153e+14 8.620972e-06 -2.332591e+02
1.915030e+14 1.205306e-05 -2.336054e+02
1.914908e+14 1.427064e-05 -2.339437e+02
1.914785e+14 1.500560e-05 -2.342797e+02
1.914663e+14 1.414373e-05 -2.346160e+02
1.914540e+14 1.174018e-05 -2.349556e+02
1.914418e+14 8.018382e-06 -2.353068e+02
1.914295e+14 3.360834e-06 -2.357251e+02
1.914173e+14 1.898389e-06 -2.387777e+02
1.914050e+14 6.932931e-06 -2.393041e+02
1.913928e+14 1.139367e-05 -2.396634e+02
1.913806e+14 1.474747e-05 -2.400049e+02
1.913683e+14 1.660293e-05 -2.403415e+02
1.913561e+14 1.672209e-05 -2.406769e+02
1.913438e+14 1.504781e-05 -2.410137e+02
1.913316e+14 1.171454e-05 -2.413560e+02
1.913194e+14 7.041320e-06 -2.417190e+02
1.913071e+14 1.564359e-06 -2.423411e+02
1.912949e+14 4.446944e-06 -2.453111e+02
1.912827e+14 9.977938e-06 -2.457126e+02
1.912704e+14 1.460467e-05 -2.460613e+02
1.912582e+14 1.779345e-05 -2.463999e+02
1.912460e+14 1.916095e-05 -2.467353e+02
1.912338e+14 1.850990e-05 -2.470706e+02
1.912215e+14 1.585434e-05 -2.474085e+02
1.912093e+14 1.142460e-05 -2.477552e+02
1.911971e+14 5.656306e-06 -2.481436e+02
1.911849e+14 1.143154e-06 -2.508933e+02
1.911727e+14 7.615848e-06 -2.517435e+02
1.911605e+14 1.363259e-05 -2.521113e+02
1.911482e+14 1.837421e-05 -2.524541e+02
1.911360e+14 2.128853e-05 -2.527906e+02
1.911238e+14 2.200745e-05 -2.531254e+02
1.911116e+14 2.038773e-05 -2.534609e+02
1.910994e+14 1.653264e-05 -2.538006e+02
1.910872e+14 1.079040e-05 -2.541550e+02
1.910750e+14 3.753177e-06 -2.546166e+02
1.910628e+14 4.098717e-06 -2.577009e+02
1.910506e+14 1.157273e-05 -2.581498e+02
1.910384e+14 1.808547e-05 -2.585030e+02
1.910262e+14 2.287596e-05 -2.588422e+02
1.910140e+14 2.537151e-05 -2.591773e+02
1.910018e+14 2.522891e-05 -2.595117e+02
1.909896e+14 2.237635e-05 -2.598479e+02
1.909774e+14 1.703041e-05 -2.601906e+02
1.909652e+14 9.688021e-06 -2.605594e+02
1.909530e+14 1.332312e-06 -2.615204e+02
1.909409e+14 8.106003e-06 -2.641588e+02
1.909287e+14 1.659110e-05 -2.645437e+02
1.909165e+14 2.361687e-05 -2.648891e+02
1.909043e+14 2.836491e-05 -2.652258e+02
1.908921e+14 3.024274e-05 -2.655601e+02
1.908800e+14 2.894494e-05 -2.658944e+02
1.908678e+14 2.449496e-05 -2.662318e+02
1.908556e+14 1.725613e-05 -2.665793e+02
1.908434e+14 7.922128e-06 -2.669802e+02
1.908313e+14 2.915459e-06 -2.699496e+02
1.908191e+14 1.344889e-05 -2.705681e+02
1.908069e+14 2.309502e-05 -2.709296e+02
1.907947e+14 3.065365e-05 -2.712702e+02
1.907826e+14 3.522454e-05 -2.716053e+02
1.907704e+14 3.619715e-05 -2.719389e+02
1.907583e+14 3.332207e-05 -2.722736e+02
1.907461e+14 2.675180e-05 -2.726129e+02
1.907339e+14 1.704511e-05 -2.729689e+02
1.907218e+14 5.193913e-06 -2.734700e+02
1.907096e+14 8.077717e-06 -2.765344e+02
1.906975e+14 2.073114e-05 -2.769593e+02
1.906853e+14 3.175970e-05 -2.773092e+02
1.906732e+14 3.986722e-05 -2.776468e+02
1.906610e+14 4.404929e-05 -2.779807e+02
1.906489e+14 4.368007e-05 -2.783140e+02
1.906367e+14 3.859286e-05 -2.786493e+02
1.906246e+14 2.911967e-05 -2.789918e+02
1.906124e+14 1.609047e-05 -2.793641e+02
1.906003e+14 1.687124e-06 -2.808002e+02
1.905881e+14 1.569579e-05 -2.829627e+02
1.905760e+14 3.097901e-05 -2.833404e+02
1.905639e+14 4.370526e-05 -2.836836e+02
1.905517e+14 5.235741e-05 -2.840190e+02
1.905396e+14 5.579591e-05 -2.843521e+02
1.905274e+14 5.338384e-05 -2.846854e+02
1.905153e+14 4.507878e-05 -2.850220e+02
1.905032e+14 3.147168e-05 -2.853698e+02
1.904911e+14 1.379621e-05 -2.857799e+02
1.904789e+14 6.854521e-06 -2.888053e+02
1.904668e+14 2.723297e-05 -2.893564e+02
1.904547e+14 4.601345e-05 -2.897143e+02
1.904426e+14 6.088992e-05 -2.900533e+02
1.904304e+14 7.001835e-05 -2.903871e+02
1.904183e+14 7.207485e-05 -2.907196e+02
1.904062e+14 6.641836e-05 -2.910533e+02
1.903941e+14 5.319952e-05 -2.913921e+02
1.903820e+14 3.340282e-05 -2.917496e+02
1.903699e+14 8.992833e-06 -2.922970e+02
1.903577e+14 1.880266e-05 -2.953245e+02
1.903456e+14 4.561374e-05 -2.957350e+02
1.903335e+14 6.928645e-05 -2.960824e+02
1.903214e+14 8.696563e-05 -2.964184e+02
1.903093e+14 9.631287e-05 -2.967511e+02
1.902972e+14 9.573428e-05 -2.970835e+02
1.902851e+14 8.459717e-05 -2.974181e+02
1.902730e+14 6.336902e-05 -2.977608e+02
1.902609e+14 3.368189e-05 -2.981393e+02
1.902488e+14 4.282171e-06 -3.004692e+02
1.902367e+14 4.051122e-05 -3.017346e+02
1.902246e+14 7.703095e-05 -3.021045e+02
1.902125e+14 1.079271e-04 -3.024455e+02
1.902004e+14 1.293024e-04 -3.027794e+02
1.901883e+14 1.380070e-04 -3.031114e+02
1.901762e+14 1.320087e-04 -3.034440e+02
1.901642e+14 1.107044e-04 -3.037806e+02
1.901521e+14 7.512357e-05 -3.041313e+02
1.901400e+14 2.814603e-05 -3.045795e+02
1.901279e+14 2.771594e-05 -3.076573e+02
1.901158e+14 8.427146e-05 -3.081160e+02
1.901037e+14 1.371046e-04 -3.084674e+02
1.900917e+14 1.796757e-04 -3.088040e+02
1.900796e+14 2.061739e-04 -3.091364e+02
1.900675e+14 2.119968e-04 -3.094680e+02
1.900554e+14 1.943685e-04 -3.098013e+02
1.900434e+14 1.528564e-04 -3.101412e+02
1.900313e+14 8.974775e-05 -3.105077e+02
1.900192e+14 1.263495e-05 -3.114839e+02
1.900072e+14 8.052742e-05 -3.140997e+02
1.899951e+14 1.694325e-04 -3.144821e+02
1.899830e+14 2.475488e-04 -3.148250e+02
1.899710e+14 3.038020e-04 -3.151595e+02
1.899589e+14 3.282853e-04 -3.154919e+02
1.899468e+14 3.135360e-04 -3.158255e+02
1.899348e+14 2.559144e-04 -3.161652e+02
1.899227e+14 1.569583e-04 -3.165293e+02
1.899107e+14 2.733569e-05 -3.173297e+02
1.898986e+14 1.305624e-04 -3.201196e+02
1.898866e+14 2.809768e-04 -3.205085e+02
1.898745e+14 4.013139e-04 -3.208552e+02
1.898625e+14 4.567066e-04 -3.211964e+02
1.898504e+14 4.077435e-04 -3.215467e+02
1.898384e+14 2.131002e-04 -3.219710e+02
1.898263e+14 1.823727e-04 -3.250291e+02
1.898143e+14 7.981855e-04 -3.255283e+02
1.898022e+14 1.686047e-03 -3.258804e+02
1.897902e+14 2.872868e-03 -3.262148e+02
1.897782e+14 4.377884e-03 -3.265433e+02
1.897661e+14 6.208156e-03 -3.268692e+02
1.897541e+14 8.356652e-03 -3.271935e+02
1.897421e+14 1.080111e-02 -3.275170e+02
('port 2',TE,1,'port 1',1,'transmission')
(500,3)
1.959428e+14 8.983193e-04 -2.574230e-02
1.959300e+14 1.320631e-03 -3.995895e-01
1.959171e+14 1.588699e-03 -7.631997e-01
1.959043e+14 1.664446e-03 -1.124136e+00
1.958915e+14 1.533026e-03 -1.485749e+00
1.958786e+14 1.205269e-03 -1.852427e+00
1.958658e+14 7.172883e-04 -2.239854e+00
1.958530e+14 1.346014e-04 -2.948455e+00
1.958402e+14 5.062391e-04 -5.900743e+00
1.958274e+14 1.084658e-03 -6.315261e+00
1.958145e+14 1.544901e-03 -6.686265e+00
1.958017e+14 1.824588e-03 -7.048623e+00
1.957889e+14 1.883030e-03 -7.408807e+00
1.957761e+14 1.706241e-03 -7.770075e+00
1.957633e+14 1.309459e-03 -8.137329e+00
1.957505e+14 7.365208e-04 -8.530407e+00
1.957377e+14 8.106721e-05 -9.714683e+00
1.957249e+14 6.658838e-04 -1.219585e+01
1.957121e+14 1.315251e-03 -1.259794e+01
1.956993e+14 1.820759e-03 -1.296642e+01
1.956865e+14 2.113268e-03 -1.332756e+01
1.956737e+14 2.148908e-03 -1.368698e+01
1.956609e+14 1.914803e-03 -1.404791e+01
1.956481e+14 1.431708e-03 -1.441592e+01
1.956353e+14 7.531547e-04 -1.481672e+01
1.956225e+14 8.872077e-05 -1.721973e+01
1.956097e+14 8.706295e-04 -1.848062e+01
1.955969e+14 1.606737e-03 -1.887329e+01
1.955841e+14 2.166600e-03 -1.923945e+01
1.955713e+14 2.472616e-03 -1.959936e+01
1.955586e+14 2.477030e-03 -1.995798e+01
1.955458e+14 2.168502e-03 -2.031858e+01
1.955330e+14 1.574897e-03 -2.068761e+01
1.955202e+14 7.622836e-04 -2.109963e+01
1.955075e+14 2.034973e-04 -2.403800e+01
1.954947e+14 1.140496e-03 -2.475546e+01
1.954819e+14 1.984098e-03 -2.514057e+01
1.954691e+14 2.609482e-03 -2.550449e+01
1.954564e+14 2.928341e-03 -2.586311e+01
1.954436e+14 2.888186e-03 -2.622087e+01
1.954308e+14 2.479951e-03 -2.658115e+01
1.954181e+14 1.740995e-03 -2.695163e+01
1.954053e+14 7.542074e-04 -2.738149e+01
1.953925e+14 3.930852e-04 -3.047141e+01
1.953798e+14 1.507461e-03 -3.101998e+01
1.953670e+14 2.486078e-03 -3.139864e+01
1.953543e+14 3.190347e-03 -3.176030e+01
1.953415e+14 3.518254e-03 -3.211753e+01
1.953288e+14 3.411584e-03 -3.247434e+01
1.953160e+14 2.864863e-03 -3.283432e+01
1.953033e+14 1.928668e-03 -3.320698e+01
1.952905e+14 7.096874e-04 -3.366965e+01
1.952778e+14 6.841449e-04 -3.680106e+01
1.952650e+14 2.024704e-03 -3.727298e+01
1.952523e+14 3.175045e-03 -3.764581e+01
1.952395e+14 3.973176e-03 -3.800508e+01
