('port 1',TE,1,'port 1',1,'transmission')
(500,3)
1.999950e+14 5.763843e-06 -1.901215e-01
1.999677e+14 2.057062e-05 -1.037377e+00
1.999404e+14 2.417899e-05 -1.791892e+00
1.999132e+14 1.558744e-05 -2.552134e+00
1.998859e+14 7.304018e-07 -4.996988e+00
1.998587e+14 1.471788e-05 -7.078741e+00
1.998315e+14 2.104043e-05 -7.837916e+00
1.998042e+14 1.655744e-05 -8.591534e+00
1.997770e+14 4.212685e-06 -9.441833e+00
1.997498e+14 9.514637e-06 -6.825457e+00
1.997226e+14 1.762882e-05 -7.597134e+00
1.996954e+14 1.655056e-05 -8.347936e+00
1.996682e+14 7.370969e-06 -9.128873e+00
1.996411e+14 4.966344e-06 -6.541346e+00
1.996139e+14 1.409001e-05 -7.351837e+00
1.995867e+14 1.575942e-05 -8.102700e+00
1.995596e+14 9.560335e-06 -8.863217e+00
1.995324e+14 1.141337e-06 -5.972979e+00
1.995053e+14 1.055207e-05 -7.100352e+00
1.994781e+14 1.435026e-05 -7.854812e+00
1.994510e+14 1.087527e-05 -8.606717e+00
1.994239e+14 2.243596e-06 -9.496817e+00
1.993968e+14 7.129661e-06 -6.838450e+00
1.993697e+14 1.247307e-05 -7.603472e+00
1.993426e+14 1.141343e-05 -8.351722e+00
1.993155e+14 4.786258e-06 -9.135795e+00
1.992884e+14 3.926950e-06 -6.550013e+00
1.992613e+14 1.026726e-05 -7.347710e+00
1.992343e+14 1.127283e-05 -8.095581e+00
1.992072e+14 6.685045e-06 -8.854800e+00
1.991801e+14 1.062801e-06 -6.059689e+00
1.991531e+14 7.864403e-06 -7.085785e+00
1.991261e+14 1.055434e-05 -7.836985e+00
1.990990e+14 7.940838e-06 -8.586512e+00
1.990720e+14 1.554632e-06 -9.487418e+00
1.990450e+14 5.389097e-06 -6.813288e+00
1.990180e+14 9.363078e-06 -7.574986e+00
1.989910e+14 8.581516e-06 -8.320566e+00
1.989640e+14 3.619367e-06 -9.101942e+00
1.989370e+14 2.959505e-06 -6.512796e+00
1.989100e+14 7.808546e-06 -7.308479e+00
1.988830e+14 8.651396e-06 -8.053720e+00
1.988561e+14 5.219182e-06 -8.809646e+00
1.988291e+14 7.118235e-07 -5.958988e+00
1.988022e+14 6.003561e-06 -7.035461e+00
1.987752e+14 8.210233e-06 -7.784459e+00
