('port 1',TE,1,'port 1',1,'transmission')
1.980772e+14 4.005898e-06 -2.526001e+01
1.980505e+14 5.103954e-06 -2.540866e+01
1.980237e+14 6.110460e-06 -2.555534e+01
1.979970e+14 7.003623e-06 -2.570087e+01
1.979703e+14 7.763489e-06 -2.584563e+01
1.979436e+14 8.372384e-06 -2.598981e+01
1.979168e+14 8.815350e-06 -2.613352e+01
1.978901e+14 9.080565e-06 -2.627685e+01
1.978634e+14 9.159712e-06 -2.641986e+01
1.978368e+14 9.048279e-06 -2.656262e+01
1.978101e+14 8.745781e-06 -2.670521e+01
1.977834e+14 8.255868e-06 -2.684770e+01
1.977567e+14 7.586329e-06 -2.699021e+01
1.977301e+14 6.748982e-06 -2.713288e+01
1.977034e+14 5.759448e-06 -2.727595e+01
1.976768e+14 4.636828e-06 -2.741989e+01
1.976501e+14 3.403299e-06 -2.756585e+01
1.976235e+14 2.083696e-06 -2.771800e+01
1.975969e+14 7.058294e-07 -2.791340e+01
1.975702e+14 7.095812e-07 -3.103374e+01
1.975436e+14 2.121006e-06 -3.122922e+01
1.975170e+14 3.506597e-06 -3.138141e+01
1.974904e+14 4.836277e-06 -3.152741e+01
1.974638e+14 6.081807e-06 -3.167135e+01
1.974373e+14 7.216476e-06 -3.181434e+01
1.974107e+14 8.215560e-06 -3.195681e+01
1.973841e+14 9.056800e-06 -3.209894e+01
1.973576e+14 9.720865e-06 -3.224085e+01
1.973310e+14 1.019177e-05 -3.238258e+01
1.973045e+14 1.045726e-05 -3.252418e+01
1.972779e+14 1.050908e-05 -3.266568e+01
1.972514e+14 1.034331e-05 -3.280711e+01
1.972249e+14 9.960407e-06 -3.294852e+01
1.971983e+14 9.365393e-06 -3.308996e+01
1.971718e+14 8.567758e-06 -3.323152e+01
1.971453e+14 7.581360e-06 -3.337332e+01
1.971188e+14 6.424189e-06 -3.351564e+01
1.970923e+14 5.118052e-06 -3.365900e+01
1.970659e+14 3.688170e-06 -3.380485e+01
1.970394e+14 2.162806e-06 -3.395887e+01
1.970129e+14 5.748274e-07 -3.419053e+01
1.969865e+14 1.056529e-06 -3.728061e+01
1.969600e+14 2.679683e-06 -3.746173e+01
1.969336e+14 4.270442e-06 -3.761181e+01
1.969071e+14 5.794567e-06 -3.775632e+01
1.968807e+14 7.219533e-06 -3.789881e+01
1.968543e+14 8.514493e-06 -3.804033e+01
1.968278e+14 9.650850e-06 -3.818128e+01
1.968014e+14 1.060285e-05 -3.832186e+01
1.967750e+14 1.134812e-05 -3.846217e+01
1.967486e+14 1.186822e-05 -3.860228e+01
1.967222e+14 1.214904e-05 -3.874223e+01
1.966958e+14 1.218121e-05 -3.888208e+01
1.966695e+14 1.196038e-05 -3.902185e+01
1.966431e+14 1.148735e-05 -3.916160e+01
1.966167e+14 1.076824e-05 -3.930139e+01
1.965904e+14 9.814346e-06 -3.944130e+01
1.965640e+14 8.642058e-06 -3.958149e+01
1.965377e+14 7.272549e-06 -3.972225e+01
1.965114e+14 5.731415e-06 -3.986419e+01
1.964850e+14 4.048228e-06 -4.000906e+01
1.964587e+14 2.256165e-06 -4.016437e+01
1.964324e+14 3.972913e-07 -4.048127e+01
1.964061e+14 1.516973e-06 -4.348886e+01
1.963798e+14 3.415432e-06 -4.365840e+01
1.963535e+14 5.272529e-06 -4.380537e+01
1.963272e+14 7.048238e-06 -4.394750e+01
1.963009e+14 8.704168e-06 -4.408774e+01
1.962747e+14 1.020379e-05 -4.422699e+01
1.962484e+14 1.151316e-05 -4.436562e+01
1.962222e+14 1.260160e-05 -4.450381e+01
1.961959e+14 1.344246e-05 -4.464167e+01
1.961697e+14 1.401370e-05 -4.477924e+01
1.961434e+14 1.429852e-05 -4.491659e+01
1.961172e+14 1.428578e-05 -4.505374e+01
1.960910e+14 1.397045e-05 -4.519075e+01
1.960648e+14 1.335380e-05 -4.532766e+01
1.960386e+14 1.244353e-05 -4.546453e+01
1.960124e+14 1.125370e-05 -4.560147e+01
1.959862e+14 9.804609e-06 -4.573865e+01
1.959600e+14 8.122411e-06 -4.587638e+01
1.959338e+14 6.238698e-06 -4.601545e+01
1.959076e+14 4.189982e-06 -4.615828e+01
1.958815e+14 2.017457e-06 -4.631809e+01
1.958553e+14 2.578426e-07 -4.916438e+01
1.958292e+14 2.529522e-06 -4.964335e+01
1.958030e+14 4.802943e-06 -4.979569e+01
1.957769e+14 7.013654e-06 -4.993604e+01
1.957507e+14 9.112303e-06 -5.007292e+01
1.957246e+14 1.105099e-05 -5.020815e+01
1.956985e+14 1.278396e-05 -5.034234e+01
1.956724e+14 1.426857e-05 -5.047572e+01
1.956463e+14 1.546619e-05 -5.060839e+01
1.956202e+14 1.634305e-05 -5.074038e+01
1.955941e+14 1.687102e-05 -5.087166e+01
1.955680e+14 1.702823e-05 -5.100219e+01
1.955420e+14 1.679951e-05 -5.113186e+01
1.955159e+14 1.617670e-05 -5.126054e+01
1.954898e+14 1.515883e-05 -5.138807e+01
1.954638e+14 1.375217e-05 -5.151421e+01
1.954377e+14 1.197040e-05 -5.163870e+01
1.954117e+14 9.834893e-06 -5.176122e+01
1.953856e+14 7.375267e-06 -5.188142e+01
1.953596e+14 4.630417e-06 -5.199900e+01
1.953336e+14 1.649962e-06 -5.211440e+01
1.953076e+14 1.503954e-06 -4.907891e+01
1.952816e+14 4.754764e-06 -4.918682e+01
1.952556e+14 8.010200e-06 -4.928908e+01
1.952296e+14 1.116220e-05 -4.938655e+01
1.952036e+14 1.408904e-05 -4.947924e+01
1.951776e+14 1.666036e-05 -4.956723e+01
1.951517e+14 1.874540e-05 -4.965070e+01
1.951257e+14 2.022395e-05 -4.972996e+01
1.950997e+14 2.099861e-05 -4.980530e+01
1.950738e+14 2.100639e-05 -4.987692e+01
1.950479e+14 2.022723e-05 -4.994465e+01
1.950219e+14 1.868800e-05 -5.000751e+01
1.949960e+14 1.646159e-05 -5.006280e+01
1.949701e+14 1.366319e-05 -5.010391e+01
1.949441e+14 1.045111e-05 -5.011372e+01
1.949182e+14 7.061789e-06 -5.003947e+01
1.948923e+14 4.079814e-06 -4.967268e+01
1.948664e+14 3.687887e-06 -4.871834e+01
1.948406e+14 6.389791e-06 -4.824689e+01
1.948147e+14 9.751462e-06 -4.816043e+01
1.947888e+14 1.306708e-05 -4.818807e+01
1.947629e+14 1.614892e-05 -4.826153e+01
1.947371e+14 1.891409e-05 -4.835899e+01
1.947112e+14 2.131768e-05 -4.847149e+01
1.946854e+14 2.333542e-05 -4.859465e+01
1.946595e+14 2.495679e-05 -4.872599e+01
1.946337e+14 2.618116e-05 -4.886399e+01
1.946079e+14 2.701517e-05 -4.900762e+01
1.945821e+14 2.747085e-05 -4.915614e+01
1.945562e+14 2.756419e-05 -4.930900e+01
1.945304e+14 2.731404e-05 -4.946578e+01
1.945046e+14 2.674124e-05 -4.962614e+01
1.944788e+14 2.586803e-05 -4.978983e+01
1.944531e+14 2.471753e-05 -4.995668e+01
1.944273e+14 2.331344e-05 -5.012659e+01
1.944015e+14 2.167978e-05 -5.029955e+01
1.943757e+14 1.984069e-05 -5.047567e+01
1.943500e+14 1.782040e-05 -5.065528e+01
1.943242e+14 1.564319e-05 -5.083902e+01
1.942985e+14 1.333352e-05 -5.102816e+01
1.942728e+14 1.091643e-05 -5.122531e+01
1.942470e+14 8.418775e-06 -5.143651e+01
1.942213e+14 5.873692e-06 -5.167856e+01
1.941956e+14 3.346019e-06 -5.201948e+01
1.941699e+14 1.287093e-06 -5.302491e+01
1.941442e+14 2.471764e-06 -5.465612e+01
1.941185e+14 4.931325e-06 -5.509924e+01
1.940928e+14 7.456134e-06 -5.536726e+01
1.940671e+14 9.940927e-06 -5.559274e+01
1.940414e+14 1.234877e-05 -5.580210e+01
1.940158e+14 1.465410e-05 -5.600390e+01
1.939901e+14 1.683488e-05 -5.620176e+01
1.939644e+14 1.887085e-05 -5.639746e+01
1.939388e+14 2.074303e-05 -5.659202e+01
1.939132e+14 2.243368e-05 -5.678608e+01
1.938875e+14 2.392646e-05 -5.698010e+01
1.938619e+14 2.520669e-05 -5.717445e+01
1.938363e+14 2.626172e-05 -5.736944e+01
1.938107e+14 2.708136e-05 -5.756541e+01
1.937850e+14 2.765839e-05 -5.776272e+01
1.937594e+14 2.798917e-05 -5.796173e+01
1.937339e+14 2.807420e-05 -5.816289e+01
1.937083e+14 2.791870e-05 -5.836667e+01
1.936827e+14 2.753294e-05 -5.857361e+01
1.936571e+14 2.693231e-05 -5.878425e+01
1.936315e+14 2.613663e-05 -5.899914e+01
1.936060e+14 2.516865e-05 -5.921879e+01
1.935804e+14 2.405122e-05 -5.944359e+01
1.935549e+14 2.280304e-05 -5.967378e+01
1.935293e+14 2.143340e-05 -5.990954e+01
1.935038e+14 1.993705e-05 -6.015122e+01
1.934783e+14 1.829152e-05 -6.040000e+01
1.934528e+14 1.646087e-05 -6.065922e+01
1.934272e+14 1.441193e-05 -6.093724e+01
1.934017e+14 1.216250e-05 -6.125276e+01
1.933762e+14 9.875866e-06 -6.164865e+01
1.933507e+14 8.119989e-06 -6.220263e+01
1.933253e+14 8.131977e-06 -6.291287e+01
1.932998e+14 1.062746e-05 -6.352755e+01
1.932743e+14 1.483307e-05 -6.393876e+01
1.932488e+14 1.989794e-05 -6.422196e+01
1.932234e+14 2.530636e-05 -6.443718e+01
1.931979e+14 3.069235e-05 -6.461443e+01
1.931725e+14 3.574962e-05 -6.476903e+01
1.931470e+14 4.021147e-05 -6.490952e+01
1.931216e+14 4.385245e-05 -6.504111e+01
1.930962e+14 4.649388e-05 -6.516714e+01
1.930708e+14 4.800715e-05 -6.528986e+01
1.930453e+14 4.831353e-05 -6.541084e+01
1.930199e+14 4.738084e-05 -6.553112e+01
1.929945e+14 4.521827e-05 -6.565147e+01
1.929691e+14 4.187051e-05 -6.577241e+01
1.929438e+14 3.741189e-05 -6.589437e+01
1.929184e+14 3.194124e-05 -6.601780e+01
1.928930e+14 2.557761e-05 -6.614343e+01
1.928676e+14 1.845677e-05 -6.627305e+01
1.928423e+14 1.072928e-05 -6.641400e+01
1.928169e+14 2.577837e-06 -6.666925e+01
1.927916e+14 5.937653e-06 -6.968970e+01
1.927662e+14 1.449527e-05 -6.985932e+01
1.927409e+14 2.298828e-05 -6.999682e+01
1.927156e+14 3.123195e-05 -7.012864e+01
1.926903e+14 3.904859e-05 -7.025867e+01
1.926650e+14 4.626627e-05 -7.038805e+01
1.926396e+14 5.272146e-05 -7.051721e+01
1.926143e+14 5.826209e-05 -7.064637e+01
1.925891e+14 6.275055e-05 -7.077562e+01
1.925638e+14 6.606657e-05 -7.090502e+01
1.925385e+14 6.810983e-05 -7.103460e+01
1.925132e+14 6.880229e-05 -7.116439e+01
1.924879e+14 6.809014e-05 -7.129441e+01
1.924627e+14 6.594541e-05 -7.142470e+01
1.924374e+14 6.236708e-05 -7.155529e+01
1.924122e+14 5.738185e-05 -7.168627e+01
1.923869e+14 5.104438e-05 -7.181778e+01
1.923617e+14 4.343713e-05 -7.195008e+01
1.923365e+14 3.466969e-05 -7.208382e+01
1.923113e+14 2.487787e-05 -7.222076e+01
1.922861e+14 1.422325e-05 -7.236836e+01
1.922608e+14 2.923277e-06 -7.265360e+01
1.922356e+14 8.976738e-06 -7.566880e+01
1.922105e+14 2.106039e-05 -7.583572e+01
1.921853e+14 3.318842e-05 -7.597640e+01
1.921601e+14 4.511658e-05 -7.611185e+01
1.921349e+14 5.660118e-05 -7.624541e+01
1.921097e+14 6.739924e-05 -7.637811e+01
1.920846e+14 7.727265e-05 -7.651036e+01
1.920594e+14 8.599280e-05 -7.664237e+01
1.920343e+14 9.334530e-05 -7.677424e+01
1.920091e+14 9.913455e-05 -7.690606e+01
1.919840e+14 1.031882e-04 -7.703786e+01
1.919589e+14 1.053615e-04 -7.716968e+01
1.919338e+14 1.055408e-04 -7.730157e+01
1.919086e+14 1.036472e-04 -7.743354e+01
1.918835e+14 9.963979e-05 -7.756565e+01
1.918584e+14 9.351746e-05 -7.769795e+01
1.918333e+14 8.532123e-05 -7.783054e+01
1.918083e+14 7.513524e-05 -7.796359e+01
1.917832e+14 6.308725e-05 -7.809744e+01
1.917581e+14 4.934851e-05 -7.823285e+01
1.917330e+14 3.413314e-05 -7.837216e+01
1.917080e+14 1.769943e-05 -7.852680e+01
1.916829e+14 8.951832e-07 -7.983717e+01
1.916579e+14 1.770316e-05 -8.183658e+01
1.916328e+14 3.593175e-05 -8.199247e+01
1.916078e+14 5.404080e-05 -8.213208e+01
1.915828e+14 7.162656e-05 -8.226768e+01
1.915577e+14 8.827712e-05 -8.240170e+01
1.915327e+14 1.035761e-04 -8.253496e+01
1.915077e+14 1.171099e-04 -8.266779e+01
1.914827e+14 1.284756e-04 -8.280039e+01
1.914577e+14 1.372895e-04 -8.293285e+01
1.914327e+14 1.431954e-04 -8.306525e+01
1.914077e+14 1.458741e-04 -8.319766e+01
1.913828e+14 1.450516e-04 -8.333012e+01
1.913578e+14 1.405078e-04 -8.346272e+01
1.913328e+14 1.320851e-04 -8.359556e+01
1.913079e+14 1.196966e-04 -8.372881e+01
1.912829e+14 1.033333e-04 -8.386281e+01
1.912580e+14 8.307149e-05 -8.399834e+01
1.912330e+14 5.907963e-05 -8.413769e+01
1.912081e+14 3.162943e-05 -8.429199e+01
1.911832e+14 1.837249e-06 -8.535823e+01
1.911583e+14 3.222850e-05 -8.760137e+01
1.911333e+14 6.748492e-05 -8.775793e+01
1.911084e+14 1.041372e-04 -8.789765e+01
1.910835e+14 1.413881e-04 -8.803327e+01
1.910586e+14 1.783435e-04 -8.816727e+01
1.910338e+14 2.140090e-04 -8.830048e+01
1.910089e+14 2.472938e-04 -8.843325e+01
1.909840e+14 2.770164e-04 -8.856577e+01
1.909591e+14 3.019122e-04 -8.869816e+01
1.909343e+14 3.206419e-04 -8.883051e+01
1.909094e+14 3.318023e-04 -8.896288e+01
1.908846e+14 3.339370e-04 -8.909538e+01
1.908597e+14 3.255491e-04 -8.922812e+01
1.908349e+14 3.051153e-04 -8.936133e+01
1.908101e+14 2.711002e-04 -8.949543e+01
1.907853e+14 2.219725e-04 -8.963150e+01
1.907604e+14 1.562260e-04 -8.977302e+01
1.907356e+14 7.243969e-05 -8.994292e+01
1.907108e+14 3.159533e-05 -9.298077e+01
1.906860e+14 1.555859e-04 -9.324311e+01
1.906612e+14 3.020500e-04 -9.339061e+01
1.906365e+14 4.718887e-04 -9.352812e+01
1.906117e+14 6.661380e-04 -9.366261e+01
1.905869e+14 8.857134e-04 -9.379578e+01
1.905622e+14 1.131384e-03 -9.392825e+01
1.905374e+14 1.403757e-03 -9.406030e+01
1.905126e+14 1.703262e-03 -9.419206e+01
1.904879e+14 2.030145e-03 -9.432363e+01
1.904632e+14 2.384452e-03 -9.445504e+01
1.904384e+14 2.766021e-03 -9.458635e+01
1.904137e+14 3.174482e-03 -9.471755e+01
1.903890e+14 3.609244e-03 -9.484868e+01
1.903643e+14 4.069496e-03 -9.497974e+01
1.903396e+14 4.554205e-03 -9.511075e+01
1.903149e+14 5.062118e-03 -9.524170e+01
1.902902e+14 5.591767e-03 -9.537260e+01
1.902655e+14 6.141467e-03 -9.550346e+01
1.902408e+14 6.709332e-03 -9.563428e+01
1.902161e+14 7.293280e-03 -9.576506e+01
1.901915e+14 7.891044e-03 -9.589581e+01
1.901668e+14 8.500186e-03 -9.602651e+01
1.901422e+14 9.118112e-03 -9.615719e+01
1.901175e+14 9.742089e-03 -9.628783e+01
1.900929e+14 1.036926e-02 -9.641844e+01
1.900682e+14 1.099667e-02 -9.654902e+01
1.900436e+14 1.162128e-02 -9.667957e+01
1.900190e+14 1.223999e-02 -9.681009e+01
1.899944e+14 1.284968e-02 -9.694057e+01
1.899698e+14 1.344719e-02 -9.707103e+01
1.899452e+14 1.402938e-02 -9.720146e+01
1.899206e+14 1.459317e-02 -9.733186e+01
1.898960e+14 1.513550e-02 -9.746223e+01
1.898714e+14 1.565342e-02 -9.759257e+01
1.898468e+14 1.614408e-02 -9.772289e+01
1.898222e+14 1.660475e-02 -9.785317e+01
1.897977e+14 1.703287e-02 -9.798343e+01
1.897731e+14 1.742603e-02 -9.811367e+01
1.897486e+14 1.778202e-02 -9.824387e+01
1.897240e+14 1.809884e-02 -9.837405e+01
1.896995e+14 1.837470e-02 -9.850420e+01
1.896749e+14 1.860807e-02 -9.863432e+01
1.896504e+14 1.879764e-02 -9.876442e+01
1.896259e+14 1.894240e-02 -9.889448e+01
1.896014e+14 1.904156e-02 -9.902453e+01
1.895769e+14 1.909463e-02 -9.915454e+01
1.895524e+14 1.910139e-02 -9.928453e+01
1.895279e+14 1.906191e-02 -9.941449e+01
1.895034e+14 1.897650e-02 -9.954442e+01
1.894789e+14 1.884579e-02 -9.967432e+01
1.894544e+14 1.867063e-02 -9.980420e+01
1.894300e+14 1.845216e-02 -9.993404e+01
1.894055e+14 1.819175e-02 -1.000639e+02
1.893810e+14 1.789103e-02 -1.001937e+02
1.893566e+14 1.755183e-02 -1.003234e+02
1.893321e+14 1.717619e-02 -1.004532e+02
1.893077e+14 1.676636e-02 -1.005829e+02
1.892833e+14 1.632473e-02 -1.007125e+02
1.892588e+14 1.585388e-02 -1.008422e+02
1.892344e+14 1.535649e-02 -1.009718e+02
1.892100e+14 1.483537e-02 -1.011014e+02
1.891856e+14 1.429340e-02 -1.012310e+02
1.891612e+14 1.373354e-02 -1.013605e+02
1.891368e+14 1.315878e-02 -1.014901e+02
1.891124e+14 1.257215e-02 -1.016196e+02
1.890880e+14 1.197665e-02 -1.017490e+02
1.890637e+14 1.137527e-02 -1.018785e+02
1.890393e+14 1.077094e-02 -1.020079e+02
1.890149e+14 1.016655e-02 -1.021373e+02
1.889906e+14 9.564867e-03 -1.022666e+02
1.889662e+14 8.968574e-03 -1.023960e+02
1.889419e+14 8.380225e-03 -1.025253e+02
1.889175e+14 7.802235e-03 -1.026546e+02
1.888932e+14 7.236867e-03 -1.027839e+02
1.888689e+14 6.686218e-03 -1.029131e+02
1.888446e+14 6.152210e-03 -1.030424e+02
1.888203e+14 5.636578e-03 -1.031716e+02
1.887960e+14 5.140866e-03 -1.033008e+02
1.887717e+14 4.666422e-03 -1.034300e+02
1.887474e+14 4.214392e-03 -1.035591e+02
1.887231e+14 3.785720e-03 -1.036883e+02
1.886988e+14 3.381151e-03 -1.038174e+02
1.886745e+14 3.001226e-03 -1.039466e+02
1.886502e+14 2.646294e-03 -1.040757e+02
1.886260e+14 2.316511e-03 -1.042049e+02
1.886017e+14 2.011853e-03 -1.043340e+02
1.885775e+14 1.732118e-03 -1.044631e+02
1.885532e+14 1.476940e-03 -1.045923e+02
1.885290e+14 1.245798e-03 -1.047215e+02
1.885048e+14 1.038027e-03 -1.048508e+02
1.884805e+14 8.528331e-04 -1.049801e+02
1.884563e+14 6.893058e-04 -1.051096e+02
1.884321e+14 5.464303e-04 -1.052391e+02
1.884079e+14 4.231032e-04 -1.053689e+02
1.883837e+14 3.181470e-04 -1.054990e+02
1.883595e+14 2.303238e-04 -1.056296e+02
1.883353e+14 1.583507e-04 -1.057610e+02
1.883111e+14 1.009132e-04 -1.058940e+02
1.882870e+14 5.668018e-05 -1.060307e+02
1.882628e+14 2.431906e-05 -1.061803e+02
1.882386e+14 2.594639e-06 -1.065816e+02
1.882145e+14 1.014460e-05 -1.094836e+02
1.881903e+14 1.477094e-05 -1.096489e+02
1.881662e+14 1.268170e-05 -1.098003e+02
1.881420e+14 5.066215e-06 -1.100065e+02
1.881179e+14 7.053500e-06 -1.130812e+02
1.880938e+14 2.246928e-05 -1.132698e+02
1.880697e+14 4.029053e-05 -1.134118e+02
1.880455e+14 5.960460e-05 -1.135464e+02
1.880214e+14 7.959138e-05 -1.136783e+02
1.879973e+14 9.951699e-05 -1.138090e+02
1.879732e+14 1.187348e-04 -1.139389e+02
1.879492e+14 1.366857e-04 -1.140684e+02
1.879251e+14 1.528980e-04 -1.141976e+02
1.879010e+14 1.669857e-04 -1.143266e+02
1.878769e+14 1.786467e-04 -1.144554e+02
1.878529e+14 1.876589e-04 -1.145840e+02
1.878288e+14 1.938774e-04 -1.147126e+02
1.878047e+14 1.972289e-04 -1.148411e+02
1.877807e+14 1.977072e-04 -1.149695e+02
1.877567e+14 1.953675e-04 -1.150979e+02
1.877326e+14 1.903201e-04 -1.152262e+02
1.877086e+14 1.827245e-04 -1.153546e+02
1.876846e+14 1.727821e-04 -1.154829e+02
1.876606e+14 1.607305e-04 -1.156113e+02
1.876366e+14 1.468359e-04 -1.157398e+02
1.876126e+14 1.313867e-04 -1.158684e+02
1.875886e+14 1.146873e-04 -1.159973e+02
1.875646e+14 9.705130e-05 -1.161264e+02
1.875406e+14 7.879570e-05 -1.162563e+02
1.875166e+14 6.023524e-05 -1.163874e+02
1.874926e+14 4.167739e-05 -1.165213e+02
1.874687e+14 2.341913e-05 -1.166648e+02
1.874447e+14 5.773768e-06 -1.169032e+02
1.874208e+14 1.118304e-05 -1.199502e+02
1.873968e+14 2.696577e-05 -1.201221e+02
1.873729e+14 4.149551e-05 -1.202607e+02
1.873489e+14 5.458430e-05 -1.203932e+02
1.873250e+14 6.608456e-05 -1.205235e+02
1.873011e+14 7.588150e-05 -1.206528e+02
1.872772e+14 8.389265e-05 -1.207815e+02
1.872533e+14 9.006768e-05 -1.209099e+02
('port 2',TE,1,'port 1',1,'transmission')
(500,3)
1.999950e+14 1.645245e-03 -1.022361e+00
1.999677e+14 1.708796e-03 -1.172352e+00
1.999404e+14 1.734494e-03 -1.322265e+00
1.999132e+14 1.721084e-03 -1.472144e+00
1.998859e+14 1.668173e-03 -1.622036e+00
1.998587e+14 1.576254e-03 -1.771998e+00
1.998315e+14 1.446711e-03 -1.922115e+00
1.998042e+14 1.281802e-03 -2.072527e+00
1.997770e+14 1.084624e-03 -2.223498e+00
1.997498e+14 8.590606e-04 -2.375613e+00
1.997226e+14 6.097114e-04 -2.530506e+00
1.996954e+14 3.418279e-04 -2.695186e+00
1.996682e+14 6.196655e-05 -3.006124e+00
1.996411e+14 2.271687e-04 -6.045562e+00
1.996139e+14 5.149641e-04 -6.224398e+00
1.995867e+14 7.967566e-04 -6.381608e+00
1.995596e+14 1.065952e-03 -6.534287e+00
1.995324e+14 1.316207e-03 -6.685254e+00
1.995053e+14 1.541496e-03 -6.835383e+00
1.994781e+14 1.736246e-03 -6.985038e+00
1.994510e+14 1.895464e-03 -7.134397e+00
1.994239e+14 2.014861e-03 -7.283565e+00
1.993968e+14 2.090962e-03 -7.432606e+00
1.993697e+14 2.121193e-03 -7.581572e+00
1.993426e+14 2.103962e-03 -7.730506e+00
1.993155e+14 2.038710e-03 -7.879455e+00
1.992884e+14 1.925942e-03 -8.028478e+00
1.992613e+14 1.767240e-03 -8.177659e+00
1.992343e+14 1.565245e-03 -8.327143e+00
1.992072e+14 1.323625e-03 -8.477201e+00
1.991801e+14 1.047006e-03 -8.628437e+00
1.991531e+14 7.409036e-04 -8.782553e+00
1.991261e+14 4.116466e-04 -8.946970e+00
1.990990e+14 6.739443e-05 -9.284530e+00
1.990720e+14 2.892943e-04 -1.229555e+01
1.990450e+14 6.447545e-04 -1.247233e+01
1.990180e+14 9.935057e-04 -1.262846e+01
1.989910e+14 1.327444e-03 -1.278015e+01
1.989640e+14 1.638730e-03 -1.293015e+01
1.989370e+14 1.919880e-03 -1.307932e+01
1.989100e+14 2.163925e-03 -1.322802e+01
1.988830e+14 2.364574e-03 -1.337642e+01
1.988561e+14 2.516372e-03 -1.352463e+01
1.988291e+14 2.614829e-03 -1.367272e+01
1.988022e+14 2.656548e-03 -1.382073e+01
1.987752e+14 2.639320e-03 -1.396870e+01
1.987483e+14 2.562197e-03 -1.411669e+01
1.987213e+14 2.425544e-03 -1.426475e+01
1.986944e+14 2.231058e-03 -1.441297e+01
1.986675e+14 1.981761e-03 -1.456149e+01
1.986406e+14 1.681963e-03 -1.471057e+01
1.986137e+14 1.337199e-03 -1.486080e+01
1.985868e+14 9.541394e-04 -1.501382e+01
1.985599e+14 5.405143e-04 -1.517654e+01
1.985330e+14 1.060476e-04 -1.547206e+01
1.985062e+14 3.451394e-04 -1.851981e+01
