('port 1',TE,1,'port 1',1,'transmission')
(500,3)
1.959428e+14 3.757094e-06 -7.062351e-01
1.959300e+14 4.527553e-06 -1.067796e+00
1.959171e+14 4.750511e-06 -1.426133e+00
1.959043e+14 4.403891e-06 -1.784645e+00
1.958915e+14 3.534138e-06 -2.147029e+00
1.958786e+14 2.250444e-06 -2.524130e+00
1.958658e+14 7.177072e-07 -3.020020e+00
1.958530e+14 9.252862e-07 -6.141112e+00
1.958402e+14 2.410735e-06 -6.593788e+00
1.958274e+14 3.602850e-06 -6.967238e+00
1.958145e+14 4.356547e-06 -7.328458e+00
1.958017e+14 4.584735e-06 -7.686362e+00
1.957889e+14 4.264262e-06 -8.044375e+00
1.957761e+14 3.437866e-06 -8.406128e+00
1.957633e+14 2.208874e-06 -8.782038e+00
1.957505e+14 7.340775e-07 -9.266729e+00
1.957377e+14 8.518960e-07 -1.239105e+01
1.957249e+14 2.291593e-06 -1.285035e+01
1.957121e+14 3.454134e-06 -1.322401e+01
1.956993e+14 4.197661e-06 -1.358494e+01
1.956865e+14 4.436058e-06 -1.394243e+01
1.956737e+14 4.144554e-06 -1.429992e+01
1.956609e+14 3.361902e-06 -1.466098e+01
1.956481e+14 2.185585e-06 -1.503548e+01
1.956353e+14 7.645588e-07 -1.550706e+01
1.956225e+14 7.703272e-07 -1.863269e+01
1.956097e+14 2.170536e-06 -1.910235e+01
1.955969e+14 3.310050e-06 -1.947650e+01
1.955841e+14 4.049245e-06 -1.983721e+01
1.955713e+14 4.302299e-06 -2.019429e+01
1.955586e+14 4.042333e-06 -2.055125e+01
1.955458e+14 3.303868e-06 -2.091157e+01
1.955330e+14 2.178548e-06 -2.128447e+01
1.955202e+14 8.077888e-07 -2.174219e+01
1.955075e+14 6.813692e-07 -2.486431e+01
1.954947e+14 2.047443e-06 -2.534970e+01
1.954819e+14 3.169695e-06 -2.572465e+01
1.954691e+14 3.909743e-06 -2.608521e+01
1.954564e+14 4.181453e-06 -2.644189e+01
1.954436e+14 3.955402e-06 -2.679832e+01
1.954308e+14 3.261648e-06 -2.715784e+01
1.954181e+14 2.185988e-06 -2.752903e+01
1.954053e+14 8.625962e-07 -2.797307e+01
1.953925e+14 5.857434e-07 -3.108279e+01
1.953798e+14 1.922118e-06 -3.159227e+01
1.953670e+14 3.032171e-06 -3.196839e+01
1.953543e+14 3.777680e-06 -3.232888e+01
1.953415e+14 4.071661e-06 -3.268519e+01
1.953288e+14 3.881754e-06 -3.304106e+01
1.953160e+14 3.233335e-06 -3.339976e+01
