["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 5.8876867393055224e-04 1.1994083433445031e-01
1.8749519977416666e+14 7.0463899680928805e-04 1.3152362133491433e-01
1.8762011329833334e+14 8.1190449646296829e-04 1.8486766203785271e-01
1.8774502682250000e+14 9.0346804302820062e-04 2.6189245582916776e-01
1.8786994034666666e+14 9.7481453596632564e-04 3.5240936975304826e-01
1.8799485387083334e+14 1.0230837742991690e-03 4.5018511950241169e-01
1.8811976739500000e+14 1.0466978028005737e-03 5.5093532495281450e-01
1.8824468091916666e+14 1.0452100727275611e-03 6.5124330199727964e-01
1.8836959444333334e+14 1.0192521563641131e-03 7.4787419644306474e-01
1.8849450796750000e+14 9.7053917417919708e-04 8.3720498361933793e-01
1.8861942149166666e+14 9.0194028219791245e-04 9.1458340391612825e-01
1.8874433501583334e+14 8.1858928264909238e-04 9.7182428872586357e-01
1.8886924854000000e+14 7.2541983874882196e-04 1.0003289218730302e+00
1.8899416206416666e+14 6.3105327966746293e-04 9.8582103240969898e-01
1.8911907558833334e+14 5.4788989098791623e-04 9.1073763469539215e-01
1.8924398911250000e+14 4.9242778807163294e-04 7.6577188402318297e-01
1.8936890263666666e+14 4.8032868319225269e-04 5.7641070260381244e-01
1.8949381616083334e+14 5.1492718995748777e-04 4.0490828663355455e-01
1.8961872968500000e+14 5.8383954085401322e-04 2.9638963545406882e-01
1.8974364320916666e+14 6.6966630084868588e-04 2.5316593844788166e-01
1.8986855673333334e+14 7.5839840143761565e-04 2.5874196053991000e-01
1.8999347025750000e+14 8.4201828008140061e-04 2.9629735062352947e-01
1.9011838378166666e+14 9.1273437225001630e-04 3.5446045671934512e-01
1.9024329730583334e+14 9.6646242343130127e-04 4.2514162996871374e-01
1.9036821083000000e+14 1.0007034285760830e-03 5.0267107360756247e-01
1.9049312435416666e+14 1.0142310606802984e-03 5.8273783835504689e-01
1.9061803787833334e+14 1.0069411423487360e-03 6.6166201257628465e-01
1.9074295140250000e+14 9.7979252227993756e-04 7.3585480091621691e-01
1.9086786492666666e+14 9.3481389075805884e-04 8.0134902242988182e-01
1.9099277845083334e+14 8.7518019803686255e-04 8.5332774984130511e-01
1.9111769197500000e+14 8.0538148562657170e-04 8.8565739595288684e-01
1.9124260549916666e+14 7.3245633631349662e-04 8.8907373788250321e-01
1.9136751902333334e+14 6.6353262862972639e-04 8.5644375433473563e-01
1.9149243254750000e+14 6.0863490016357046e-04 7.8235907765551027e-01
1.9161734607166666e+14 5.7816410591562506e-04 6.7216733934781658e-01
1.9174225959583334e+14 5.7899249284995948e-04 5.4793909981508804e-01
1.9186717312000000e+14 6.1044211859870605e-04 4.3989087994972376e-01
1.9199208664416666e+14 6.6475294184535139e-04 3.6800925751463082e-01
1.9211700016833334e+14 7.3149554551381053e-04 3.3573382324241002e-01
1.9224191369250000e+14 8.0119708810576435e-04 3.3688142438458446e-01
1.9236682721666666e+14 8.6654099816575996e-04 3.6297563535696603e-01
1.9249174074083334e+14 9.2358783853415359e-04 4.0585453998444371e-01
1.9261665426500000e+14 9.6734716072928038e-04 4.6001707812787601e-01
1.9274156778916666e+14 9.9552199014540867e-04 5.2070676106877134e-01
1.9286648131333334e+14 1.0069409009473736e-03 5.8403460501189108e-01
1.9299139483750000e+14 1.0014398927638397e-03 6.4656548045295326e-01
1.9311630836166666e+14 9.7980890575650233e-04 7.0496847389014961e-01
1.9324122188583331e+14 9.4378851987522976e-04 7.5571538784777603e-01
1.9336613541000000e+14 8.9611294042198672e-04 7.9482704608868771e-01
1.9349104893416666e+14 8.4059681507024479e-04 8.1772784894612982e-01
1.9361596245833331e+14 7.8224226820941317e-04 8.1940438383913083e-01
1.9374087598250000e+14 7.2824194432174214e-04 7.9395330641146455e-01
1.9386578950666666e+14 6.8485218231175869e-04 7.4077417435815562e-01
1.9399070303083331e+14 6.5909650462885961e-04 6.6418803245045122e-01
1.9411561655500000e+14 6.5578281699935363e-04 5.7656916679527792e-01
1.9424053007916666e+14 6.7550507271099940e-04 4.9495313809534608e-01
1.9436544360333331e+14 7.1438774059877906e-04 4.3343134869349431e-01
1.9449035712750000e+14 7.6584145486083039e-04 3.9828453292959032e-01
1.9461527065166666e+14 8.2274845505287775e-04 3.8890218518946301e-01
1.9474018417583331e+14 8.7880346957155400e-04 4.0116080526300302e-01
1.9486509770000000e+14 9.2896751915815153e-04 4.3002679931228383e-01
1.9499001122416666e+14 9.7065480469091931e-04 4.7015112901416639e-01
1.9511492474833331e+14 9.9999553412440643e-04 5.1793801061542488e-01
1.9523983827250000e+14 1.0153638848417646e-03 5.6977377738050305e-01
1.9536475179666666e+14 1.0160764492944143e-03 6.2239937825722469e-01
1.9548966532083331e+14 1.0023547845998213e-03 6.7268305625906277e-01
1.9561457884500000e+14 9.7532667786444111e-04 7.1740601994994702e-01
1.9573949236916666e+14 9.3706214901978350e-04 7.5308494397193737e-01
1.9586440589333331e+14 8.9063773505585777e-04 7.7588522011047922e-01
