["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 6.0401499176006410e-04 1.6528747035443885e+00
1.8749519977416666e+14 5.9541674213071656e-04 1.7115890388999717e+00
1.8762011329833334e+14 5.8605508596072545e-04 1.7730712683786960e+00
1.8774502682250000e+14 5.7595586757045575e-04 1.8376300420305609e+00
1.8786994034666666e+14 5.6515896471498147e-04 1.9055976779668691e+00
1.8799485387083334e+14 5.5372260949169516e-04 1.9773321270322390e+00
1.8811976739500000e+14 5.4172804592862581e-04 2.0532181196987991e+00
1.8824468091916666e+14 5.2928446316303059e-04 2.1336666044748243e+00
1.8836959444333334e+14 5.1653408814651745e-04 2.2191111658914680e+00
1.8849450796750000e+14 5.0365722342086440e-04 2.3099995834438825e+00
1.8861942149166666e+14 4.9087685417804840e-04 2.4067781162366368e+00
1.8874433501583334e+14 4.7736131636301834e-04 2.5081418897182828e+00
1.8886924854000000e+14 4.6436052377116726e-04 2.6166100946230615e+00
1.8899416206416666e+14 4.5226750334085084e-04 2.7325754971135052e+00
1.8911907558833334e+14 4.4153072205414779e-04 2.8562545228155507e+00
1.8924398911250000e+14 4.3264292488399167e-04 2.9875894289795286e+00
1.8936890263666666e+14 4.2611997527574138e-04 3.1261456351095007e+00
1.8949381616083334e+14 4.2246864012318109e-04 3.2710308118804154e+00
1.8961872968500000e+14 4.2214519957792403e-04 3.4208719025704073e+00
1.8974364320916666e+14 4.2551080818325462e-04 3.5738823125381920e+00
1.8986855673333334e+14 4.3279291512520672e-04 3.7280269686513785e+00
1.8999347025750000e+14 4.4307928628691272e-04 3.8832414208232771e+00
1.9011838378166666e+14 4.5755354201655667e-04 4.0361841201322619e+00
1.9024329730583334e+14 4.7603314362575148e-04 4.1851505528874657e+00
1.9036821083000000e+14 4.9820361660536216e-04 4.3289352432582877e+00
1.9049312435416666e+14 5.2365853308065187e-04 4.4668502731577693e+00
1.9061803787833334e+14 5.5193866077152774e-04 4.5986591166505866e+00
1.9074295140250000e+14 5.8256407002165540e-04 4.7244681784674105e+00
1.9086786492666666e+14 6.1505701085295874e-04 4.8446127618749415e+00
1.9099277845083334e+14 6.4895620615307737e-04 4.9595593632317376e+00
1.9111769197500000e+14 6.8382450786174396e-04 5.0698323720779577e+00
1.9124260549916666e+14 7.1980744147548664e-04 5.1775453901014732e+00
1.9136751902333334e+14 7.5619629931274787e-04 5.2813115817523393e+00
1.9149243254750000e+14 7.9260469223308143e-04 5.3816131708100361e+00
1.9161734607166666e+14 8.2867164936556111e-04 5.4788934846654911e+00
1.9174225959583334e+14 8.6406017664810320e-04 5.5735519023341888e+00
1.9186717312000000e+14 8.9845578165413870e-04 5.6659435235094993e+00
1.9199208664416666e+14 9.3156517692593590e-04 5.7563815113921724e+00
1.9211700016833334e+14 9.6311525414575106e-04 5.8451407797410528e+00
1.9224191369250000e+14 9.9285235154441989e-04 5.9324622033255574e+00
1.9236682721666666e+14 1.0205417988890693e-03 6.0185568714510538e+00
1.9249174074083334e+14 1.0471582863196384e-03 6.1038281849753204e+00
1.9261665426500000e+14 1.0713450208925332e-03 6.1880230927031157e+00
1.9274156778916666e+14 1.0928981040474977e-03 6.2712991419364714e+00
1.9286648131333334e+14 1.1116335434375691e-03 6.3537963058670321e+00
1.9299139483750000e+14 1.1273876091982670e-03 6.4356396273762355e+00
1.9311630836166666e+14 1.1400172420576577e-03 6.5169415580745520e+00
1.9324122188583331e+14 1.1494004764014769e-03 6.5978040201588666e+00
1.9336613541000000e+14 1.1554368444914539e-03 6.6783202257247947e+00
1.9349104893416666e+14 1.1580477318485355e-03 6.7585762909696658e+00
1.9361596245833331e+14 1.1571766573365168e-03 6.8386526835670303e+00
1.9374087598250000e+14 1.1537303101889285e-03 6.9180355971043275e+00
1.9386578950666666e+14 1.1466425927593414e-03 6.9972527887563638e+00
1.9399070303083331e+14 1.1359071450408121e-03 7.0763783469995083e+00
1.9411561655500000e+14 1.1215410548761316e-03 7.1554845912394338e+00
1.9424053007916666e+14 1.1035845941338631e-03 7.2346433546029942e+00
1.9436544360333331e+14 1.0821008116270890e-03 7.3139273553204358e+00
1.9449035712750000e+14 1.0571749857721552e-03 7.3934117264977148e+00
1.9461527065166666e+14 1.0289139449621391e-03 7.4731757928606584e+00
1.9474018417583331e+14 9.9744526850085481e-04 7.5533052114047390e+00
1.9486509770000000e+14 9.6291638629444020e-04 7.6338946350177608e+00
1.9499001122416666e+14 9.2565762619196902e-04 7.7138624809847531e+00
1.9511492474833331e+14 8.8550960839957609e-04 7.7943905894201819e+00
1.9523983827250000e+14 8.4266904311333126e-04 7.8756209796756576e+00
1.9536475179666666e+14 7.9735012379303827e-04 7.9577259211587030e+00
1.9548966532083331e+14 7.4978364832260845e-04 8.0409197653162181e+00
1.9561457884500000e+14 7.0021634279085455e-04 8.1254761235018531e+00
1.9573949236916666e+14 6.4891054689871039e-04 8.2117534889497126e+00
1.9586440589333331e+14 5.9614452348805591e-04 8.3002346063508625e+00
1.9598931941750000e+14 5.4221385130857230e-04 8.3915890143208376e+00
1.9611423294166666e+14 4.8743475038815918e-04 8.4867762381889165e+00
1.9623914646583331e+14 4.3144552517455377e-04 8.5853756136325785e+00
1.9636405999000000e+14 3.7517417076588855e-04 8.6913272779151036e+00
1.9648897351416666e+14 3.1908258410315266e-04 8.8083648995729735e+00
1.9661388703833331e+14 2.6377074712062218e-04 8.9431213812139454e+00
1.9673880056250000e+14 2.1013819406933754e-04 9.1083672797141677e+00
1.9686371408666666e+14 1.5982476702378721e-04 9.3309396772768096e+00
1.9698862761083331e+14 1.1652939863464538e-04 9.6697311718231695e+00
1.9711354113500000e+14 8.9334704675186660e-05 1.0218617094916969e+01
1.9723845465916666e+14 9.1350383685608673e-05 1.0896007337270683e+01
1.9736336818333331e+14 1.1898570280533661e-04 1.1395740533643643e+01
1.9748828170750000e+14 1.5816209149991677e-04 1.1708221212560778e+01
1.9761319523166666e+14 2.0061096195088764e-04 1.1917267000349781e+01
