["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 1.0438216962411245e-03 4.8660214980273792e-01
1.8749519977416666e+14 1.0543558092039095e-03 5.8027651158391269e-01
1.8762011329833334e+14 1.0447963054475414e-03 6.7039235742204872e-01
1.8774502682250000e+14 1.0164928568307074e-03 7.5471538686239537e-01
1.8786994034666666e+14 9.7151661541938642e-04 8.3066162089206841e-01
1.8799485387083334e+14 9.1268398321704496e-04 8.9503339531045845e-01
1.8811976739500000e+14 8.4361207406728137e-04 9.4373440455109581e-01
1.8824468091916666e+14 7.6881886399002796e-04 9.7152780513684822e-01
1.8836959444333334e+14 6.9385976033914485e-04 9.7209580602105417e-01
1.8849450796750000e+14 6.2540331087183659e-04 9.3908195433427633e-01
1.8861942149166666e+14 5.7091856950588430e-04 8.6927746154367369e-01
1.8874433501583334e+14 5.3853501648529222e-04 7.6611732542627586e-01
1.8886924854000000e+14 5.3119395008767412e-04 6.4978003509853532e-01
1.8899416206416666e+14 5.4742343875489375e-04 5.4401678087367533e-01
1.8911907558833334e+14 5.8105261384915389e-04 4.6539987598387755e-01
1.8924398911250000e+14 6.2422957597626366e-04 4.1809120589150028e-01
1.8936890263666666e+14 6.6997276132230654e-04 3.9795659524514121e-01
1.8949381616083334e+14 7.1314701299598127e-04 3.9806519763032155e-01
1.8961872968500000e+14 7.5046725442705093e-04 4.1165670725981396e-01
1.8974364320916666e+14 7.8021033799185893e-04 4.3307662576914135e-01
1.8986855673333334e+14 8.0192102133990969e-04 4.5785047488442343e-01
1.8999347025750000e+14 8.1755013562161832e-04 4.8168436556752342e-01
1.9011838378166666e+14 8.2705099344841096e-04 5.0290001235459025e-01
1.9024329730583334e+14 8.3236484751756691e-04 5.1996330837318649e-01
1.9036821083000000e+14 8.3572382586475182e-04 5.3236562526767184e-01
1.9049312435416666e+14 8.3931347761922331e-04 5.4068075283939976e-01
1.9061803787833334e+14 8.4490438499968605e-04 5.4650015303425636e-01
1.9074295140250000e+14 8.5351807703851787e-04 5.5215839669709943e-01
1.9086786492666666e+14 8.6521351633034283e-04 5.6025834630050031e-01
1.9099277845083334e+14 8.7905787951831477e-04 5.7312732694136526e-01
