.HEADER
..NAMES
wavelength,transmission,transmission,angle,group delay,group velocity,dispersion,loss,gain
..UNITS
m,TE transmission,TE transmission,TE angle (rad),TE group delay (s),TE group velocity (m/s),TE dispersion (s/m),TE loss (dB),TE gain (dB)
..DATATYPES
double,complex,complex,double,double,double,double,double,double
..WAVEFORM_TYPES
,analog,analog,analog,analog,analog,analog,analog,analog
..AXIS_SPACING
linear
..FOLDER_NAME
input_1_mode_1
.DATA
1.524033610781073e-06,0.06769820844212904,0.3161807592706571,233.8377251090503,4.118413122766739e-12,242811969122.7583,-3.804384176975527e-05,9.806621721520264,-9.806621721520264
1.524065848062769e-06,0.1015220673760642,0.3078153799853044,233.7300721553666,4.116984038524532e-12,242896253821.374,-5.061623626447736e-05,9.785748466272841,-9.785748466272841
1.524098086708298e-06,0.1343080051262228,0.2958204403839007,233.6224618614184,4.11519584665029e-12,243001800464.4871,-6.031823609978104e-05,9.765484560568432,-9.765484560568432
1.524130326717747e-06,0.1656647813521166,0.28032884049056,233.5149024062731,4.113097842389443e-12,243125750545.9838,-6.983067220031195e-05,9.745750126612743,-9.745750126612743
1.524162568091204e-06,0.1952191816672193,0.2615161589914642,233.4074018099109,4.110749979450983e-12,243264612296.746,-7.581206236696379e-05,9.726453752172144,-9.726453752172144
1.524194810828754e-06,0.2226214579388853,0.2395974108668011,233.2999651166215,4.108360463601375e-12,243406100525.9026,-7.240841712080144e-05,9.707492389595846,-9.707492389595846
1.524227054930484e-06,0.2475482291534585,0.2148204223306744,233.1925894600058,4.105987503241653e-12,243546771443.0465,-7.477878447173456e-05,9.688827536526162,-9.688827536526162
1.524259300396481e-06,0.2697067462439881,0.1874694300827836,233.085276840832,4.103554158317987e-12,243691190957.7164,-7.614751670302328e-05,9.670328306863269,-9.670328306863269
1.524291547226831e-06,0.2888388081605122,0.1578578920518787,232.9780284156377,4.101203740816107e-12,243830851427.2953,-6.962927433072553e-05,9.651832247876191,-9.651832247876191
1.524323795421621e-06,0.3047211603454071,0.1263207683905178,232.8708386918892,4.099085588107331e-12,243956848059.3082,-6.173655339829792e-05,9.633235181138053,-9.633235181138053
1.524356044980937e-06,0.3171672149908078,0.09321321884755859,232.7637010177755,4.097262728097873e-12,244065383735.8981,-5.131079387470983e-05,9.614444250528541,-9.614444250528541
1.524388295904867e-06,0.3260284454383789,0.05890638861951811,232.6566066052456,4.095821184281826e-12,244151283712.6807,-3.808499094353596e-05,9.595380575686898,-9.595380575686898
1.524420548193496e-06,0.3311951678935309,0.02378345527895982,232.5495443046093,4.094813582478459e-12,244211361483.9414,-2.439779808295921e-05,9.575981929124936,-9.575981929124936
1.524452801846911e-06,0.3325969241707221,-0.01176346305259364,232.4425025761886,4.094259141131566e-12,244244432394.0915,-9.982571682232884e-06,9.556206092042267,-9.556206092042267
1.5244850568652e-06,0.3302029682876165,-0.04733698103958268,232.3354692654254,4.094187669921866e-12,244248696108.0327,5.550609534878561e-06,9.536032164981586,-9.536032164981586
1.524517313248447e-06,0.3240224883941935,-0.08253812500125457,232.2284312739939,4.094601554688719e-12,244224007304.1789,2.011127541624593e-05,9.515460959468184,-9.515460959468184
1.524549570996742e-06,0.3141047783824379,-0.116969318591651,232.1213763225884,4.095521036796596e-12,244169176770.2828,3.689681893959799e-05,9.494515347573135,-9.494515347573135
1.524581830110169e-06,0.3005372107679775,-0.1502379901971832,232.0142902545302,4.096945332214088e-12,244084291810.5465,5.140631861505858e-05,9.473288745035246,-9.473288745035246
1.524614090588815e-06,0.2834482068284032,-0.1819596550007347,231.907160831508,4.09867966410753e-12,243981008995.9167,5.611411251141476e-05,9.451870704433539,-9.451870704433539
1.524646352432768e-06,0.2630106982635988,-0.2117626205852247,231.7999840810686,4.100604630445099e-12,243866475830.2864,6.321966856865242e-05,9.430264484125445,-9.430264484125445
1.524678615642113e-06,0.2394337050482024,-0.2392920951833702,231.6927540080313,4.102727693192557e-12,243740280803.7317,6.838912208846077e-05,9.408562900969645,-9.408562900969645
1.524710880216939e-06,0.2129643743714321,-0.2642143665778541,231.5854662497819,4.104969348678868e-12,243607178290.3415,7.056542822011699e-05,9.38686818106412,-9.38686818106412
1.52474314615733e-06,0.1838865702971929,-0.286221017548371,231.4781189681193,4.107217052595089e-12,243473862519.1877,6.875823663728952e-05,9.365287486483506,-9.365287486483506
1.524775413463374e-06,0.1525189627596341,-0.3050333216818211,231.3707136849924,4.109370995642642e-12,243346244731.9424,6.474806929872008e-05,9.343927969904666,-9.343927969904666
1.524807682135158e-06,0.1192117454022159,-0.3204069687705397,231.2632537808927,4.111353964059193e-12,243228875144.7436,5.815569818961668e-05,9.322892791247087,-9.322892791247087
1.524839952172768e-06,0.08434312482311314,-0.3321361536425105,231.1557448150172,4.113065077459854e-12,243127687300.6784,4.789418777061134e-05,9.302276432695649,-9.302276432695649
1.524872223576292e-06,0.0483153620172183,-0.3400573689268155,231.0481954425532,4.114423920099823e-12,243047391182.7098,3.631947782467148e-05,9.282159468313134,-9.282159468313134
1.524904496345815e-06,0.0115491613801733,-0.3440528307980145,230.9406154273666,4.115422606916826e-12,242988411036.8864,2.557111924630749e-05,9.262606372407227,-9.262606372407227
1.524936770481424e-06,-0.02552239005616735,-0.3440517849090713,230.8330138369281,4.116088308678362e-12,242949112119.7764,1.568204687273003e-05,9.24369023185125,-9.24369023185125
1.524969045983207e-06,-0.06245900882272338,-0.340031266647777,230.7253990144355,4.116245912264584e-12,242939810039.1535,-5.915446560158422e-06,9.225507308842507,-9.225507308842507
1.52500132285125e-06,-0.09881732150623664,-0.3320263826616172,230.6177891834356,4.115836573610219e-12,242963971507.4612,-1.944847853763805e-05,9.207956580149983,-9.207956580149983
1.52503360108564e-06,-0.1341622686656487,-0.3201185299052953,230.5101957638844,4.114982375468295e-12,243014406565.0337,-3.347841571747061e-05,9.191016680688767,-9.191016680688767
1.525065880686463e-06,-0.1680706574299714,-0.3044383955280088,230.4026305960322,4.11371345555672e-12,243089367016.8544,-4.514188282804695e-05,9.174642141165162,-9.174642141165162
1.525098161653807e-06,-0.2001377062344448,-0.2851634318716821,230.2951035240351,4.112113735297046e-12,243183935166.0742,-5.397021788278526e-05,9.158768959898717,-9.158768959898717
1.525130443987757e-06,-0.2299823644517411,-0.2625147276955025,230.1876220001745,4.110248737169962e-12,243294278265.1475,-6.157257602301807e-05,9.143317811537061,-9.143317811537061
1.525162727688401e-06,-0.2572516867956559,-0.2367538076339565,230.0801924426564,4.108194900954381e-12,243415909933.506,-6.566406513806526e-05,9.128193607383929,-9.128193607383929
1.525195012755826e-06,-0.2816252606320581,-0.2081779992648504,229.9728183069833,4.106068537099745e-12,243541965012.1899,-6.606022032149485e-05,9.113293781803039,-9.113293781803039
1.525227299190119e-06,-0.3028183665901734,-0.1771158837258364,229.865499929879,4.103962881117618e-12,243666921209.5002,-6.437577259119197e-05,9.098513303319418,-9.098513303319418
1.525259586991366e-06,-0.3205843393916427,-0.1439231719020613,229.7582358918747,4.10197160999978e-12,243785207474.9132,-5.896944684829784e-05,9.083745465052179,-9.083745465052179
1.525291876159654e-06,-0.3347163985607718,-0.1089775276720284,229.6510216316394,4.100324758053167e-12,243883121217.6471,-4.303735473241058e-05,9.068895457808868,-9.068895457808868
1.525324166695069e-06,-0.3450448183014814,-0.07267119805332085,229.5438437019841,4.09897202218882e-12,243963607115.8173,-4.074797921268293e-05,9.053995118776831,-9.053995118776831
1.5253564585977e-06,-0.3514501362780494,-0.03541757901756291,229.4367001717571,4.097853918704236e-12,244030172826.7087,-2.850205433063716e-05,9.038842446193291,-9.038842446193291
1.525388751867632e-06,-0.3538517161157021,0.002364829085438421,229.3295807039722,4.097162240832964e-12,244071369699.2134,-1.433552236610792e-05,9.023379907467826,-9.023379907467826
1.525421046504952e-06,-0.3522115725642027,0.04025216799715959,229.2224733392546,4.096931973779705e-12,244085087670.4771,7.482779840086175e-08,9.007572266054032,-9.007572266054032
1.525453342509748e-06,-0.3465345680826378,0.07781860201884515,229.1153659113594,4.097168625324868e-12,244070989370.3019,1.458002425375494e-05,8.991404882187375,-8.991404882187375
1.525485639882106e-06,-0.3368683555999172,0.1146401140961739,229.0082461729285,4.097872457012834e-12,244029068861.981,2.900412546547999e-05,8.974886196199042,-8.974886196199042
1.525517938622112e-06,-0.3233031537351162,0.1502982574839376,228.9011019440417,4.099017352016431e-12,243960909194.0218,4.188969870388117e-05,8.958049221367698,-8.958049221367698
1.525550238729855e-06,-0.3059717245361729,0.1843836900094521,228.793922342902,4.100546647730432e-12,243869924160.8382,5.280298740753863e-05,8.940947312965614,-8.940947312965614
1.52558254020542e-06,-0.2850490016712071,0.2165001661970232,228.6866981522862,4.102397728138251e-12,243759885381.4254,6.180956790512834e-05,8.923652561742736,-8.923652561742736
1.525614843048895e-06,-0.26075129216807,0.2462687807529901,228.5794217643782,4.104492451946683e-12,243635482756.3926,6.788314676240372e-05,8.906254920695698,-8.906254920695698
1.525647147260367e-06,-0.233335453350359,0.2733322409949485,228.4720880477002,4.106845489793258e-12,243495890577.1594,7.77965865215406e-05,8.888855893450893,-8.888855893450893
1.525679452839922e-06,-0.203092958398155,0.2973567979219777,228.3646886273578,4.109258361388884e-12,243352914821.8394,7.158155521566925e-05,8.871678072097618,-8.871678072097618
1.525711759787647e-06,-0.17036095376213,0.318043643710324,228.2572287497399,4.1114976304716e-12,243220376095.7288,6.704315508756128e-05,8.854737018705929,-8.854737018705929
1.525744068103629e-06,-0.1355070331096567,0.3351287916838835,228.1497122455491,4.113550664631367e-12,243098987110.5949,6.004713049675934e-05,8.838125993088752,-8.838125993088752
1.525776377787956e-06,-0.0989285489832704,0.3483882150932863,228.0421450216805,4.115336834258141e-12,242993475449.08,5.051865949867832e-05,8.821945980090499,-8.821945980090499
1.525808688840713e-06,-0.06104856228853581,0.3576423412656332,227.9345351246878,4.116776479757473e-12,242908500113.3974,3.859323603251421e-05,8.806287171678314,-8.806287171678314
1.525841001261989e-06,-0.02231066760689202,0.3627596771221391,227.8268926265984,4.117792857409939e-12,242848544020.4956,2.431647464645702e-05,8.791223359155344,-8.791223359155344
1.525873315051869e-06,0.01682682157457856,0.3636597939576895,227.7192295866369,4.118331894724626e-12,242816758231.8825,9.046528662931753e-06,8.776805993578241,-8.776805993578241
1.525905630210442e-06,0.0558976260095736,0.360315186701859,227.6115589040994,4.118370158679806e-12,242814502210.8849,-6.678021897104253e-06,8.763065024871961,-8.763065024871961
1.525937946737793e-06,0.09443427597876024,0.3527521955338562,227.5038938634444,4.117895078527503e-12,242842515637.2816,-2.272332164694649e-05,8.750006490143958,-8.750006490143958
1.525970264634011e-06,0.1319749211657643,0.3410509951593348,227.3962480212501,4.116919849820933e-12,242900040923.4334,-3.762860217876272e-05,8.73760889641996,-8.73760889641996
1.526002583899181e-06,0.1680703616281041,0.3253441072292443,227.2886339720239,4.115577445503257e-12,242979269189.2156,-4.54426951383829e-05,8.725827692672556,-8.725827692672556
1.526034904533391e-06,0.2022895795474185,0.3058097230774933,227.1810583196361,4.113872095700281e-12,243079992945.1321,-6.008399596713261e-05,8.714693618132239,-8.714693618132239
1.526067226536728e-06,0.2342266939333742,0.2826801590756631,227.0735334374151,4.111758427206564e-12,243204949343.1397,-7.070398991831643e-05,8.704060740094501,-8.704060740094501
1.526099549909278e-06,0.2635068389496348,0.2562295753612582,226.9660683016434,4.109391763065968e-12,243345014945.4507,-7.573261195511234e-05,8.6937856821637,-8.6937856821637
1.526131874651129e-06,0.2897894540964344,0.2267683570509545,226.8586671643298,4.106910602672236e-12,243492030079.5766,-7.778197467426788e-05,8.683755125992594,-8.683755125992594
1.526164200762368e-06,0.312771886486611,0.1946402514653749,226.7513317600895,4.104423587650482e-12,243639570488.9796,-7.608841094677953e-05,8.673846918452453,-8.673846918452453
1.526196528243083e-06,0.3321920123865131,0.1602170240275646,226.6440606604262,4.102050242688061e-12,243780534327.318,-7.074312306615001e-05,8.663939476074528,-8.663939476074528
1.526228857093358e-06,0.3478299974444118,0.1238934391379639,226.5368493504111,4.09989759576905e-12,243908531040.3764,-6.242893513864789e-05,8.653917093211858,-8.653917093211858
1.526261187313283e-06,0.3595094888770956,0.08608259955026128,226.4296908054147,4.098063044147453e-12,244017719890.4066,-5.105965346721915e-05,8.643672068628007,-8.643672068628007
1.526293518902944e-06,0.3670981729568789,0.04721118877413576,226.3225754179332,4.096637854424575e-12,244102611833.25,-3.710146186454035e-05,8.633112454970442,-8.633112454970442
1.526325851862428e-06,0.3705079566871585,0.007715213826540426,226.2154913913136,4.095690672821387e-12,244159063729.0811,-2.148809907607908e-05,8.622166478598862,-8.622166478598862
1.526358186191821e-06,0.3696950324997194,-0.03196383533768674,226.1084255287723,4.095332468863253e-12,244180419441.6409,-6.686052814381021e-07,8.61078348134326,-8.61078348134326
1.526390521891212e-06,0.364656351515746,-0.07138342148741873,226.0013602314329,4.095582999450689e-12,244165482700.2952,1.616385213306114e-05,8.599011546316346,-8.599011546316346
1.526422858960687e-06,0.3554364793753683,-0.1101012082810352,225.8942812694898,4.096328543808809e-12,244121043833.6056,2.994667358865615e-05,8.586839316886804,-8.586839316886804
1.526455197400334e-06,0.342126092117812,-0.1476804817005359,225.7871769901436,4.09755447880909e-12,244048005992.745,4.587204606001651e-05,8.574235034288439,-8.574235034288439
1.526487537210238e-06,0.3248567151719348,-0.1836943219575757,225.6800339281829,4.09926761083973e-12,243946015467.6634,6.007336118148237e-05,8.56125307074077,-8.56125307074077
1.526519878390489e-06,0.3038030601890221,-0.2177286054365601,225.572840074925,4.101399400020968e-12,243819219360.8083,7.175764568150606e-05,8.547972364904609,-8.547972364904609
1.526552220941171e-06,0.2791826491330094,-0.2493860406711992,225.4655855488784,4.103860309282734e-12,243673011417.5788,8.041998047279498e-05,8.534492018932996,-8.534492018932996
1.526584564862374e-06,0.2512550383641015,-0.2782905437120447,225.3582630229526,4.106546534044621e-12,243513617028.243,8.56837483174267e-05,8.520927696954152,-8.520927696954152
1.526616910154183e-06,0.2203205736360704,-0.3040918937420841,225.2508680432485,4.109342341770926e-12,243347941551.4086,8.718884324486892e-05,8.50740740040051,-8.50740740040051
1.526649256816686e-06,0.1867186007455287,-0.3264706413879003,225.1433993339406,4.112124206730031e-12,243183315903.5831,8.481442119698318e-05,8.494065185010379,-8.494065185010379
1.52668160484997e-06,0.1508248691409224,-0.3451431371718442,225.0358588998748,4.114767860221646e-12,243027075638.268,7.863635709738141e-05,8.481035345238393,-8.481035345238393
1.526713954254122e-06,0.1130480505321854,-0.3598664872836752,224.9282519628179,4.117200795247892e-12,242883466153.5596,7.177985237406782e-05,8.468446959452635,-8.468446959452635
1.526746305029229e-06,0.0738239758476546,-0.3704410831376629,224.8205843187629,4.119335529840383e-12,242757598344.6894,6.019464009158989e-05,8.456473231163596,-8.456473231163596
1.526778657175379e-06,0.03361326123174748,-0.3767175330772737,224.7128657636145,4.120955504277133e-12,242662168752.3929,3.995212404797814e-05,8.445244304686753,-8.445244304686753
1.526811010692659e-06,-0.007103952711427018,-0.3786045458424346,224.6051134165451,4.121960718394069e-12,242602991226.3705,2.218765491730968e-05,8.434754767205227,-8.434754767205227
1.526843365581155e-06,-0.04783981163660424,-0.3760634841784182,224.4973423021316,4.122371644869115e-12,242578808061.7729,3.213945800623546e-06,8.425057828805379,-8.425057828805379
1.526875721840956e-06,-0.08810365396363226,-0.3691128061918576,224.389568469099,4.122161704879819e-12,242591162500.0541,-1.619031192268258e-05,8.416178518900656,-8.416178518900656
1.526908079472147e-06,-0.1274095873285899,-0.3578282227242571,224.2818083317414,4.121331131422543e-12,242640051990.8805,-3.51463853108363e-05,8.408112050032186,-8.408112050032186
1.526940438474817e-06,-0.1652840424706381,-0.3423415665415671,224.1740779266012,4.119909402903274e-12,242723783997.6059,-5.272545090972348e-05,8.400823760623327,-8.400823760623327
1.526972798849052e-06,-0.2012729986295991,-0.3228383889116037,224.0663921266458,4.117951941867372e-12,242839162310.9931,-6.825310741969061e-05,8.394250982716152,-8.394250982716152
1.52700516059494e-06,-0.2349485826036183,-0.2995545234179057,223.9587640705591,4.115536607818745e-12,242981680226.1431,-8.101755796415083e-05,8.388304738541631,-8.388304738541631
1.527037523712568e-06,-0.2659148974098861,-0.2727716659656656,223.851204560297,4.11276453260987e-12,243145454127.2807,-9.02930097715148e-05,8.382873514039867,-8.382873514039867
1.527069888202023e-06,-0.2938128692693658,-0.2428121698505804,223.7437214466989,4.109777461877007e-12,243322177241.0233,-9.42962984164837e-05,8.377829529545652,-8.377829529545652
1.527102254063393e-06,-0.318323064954726,-0.2100323160428511,223.6363181203182,4.106750621948742e-12,243501515445.1912,-9.274278117820268e-05,8.373067356645207,-8.373067356645207
1.527134621296764e-06,-0.3391678837812894,-0.1748171269339474,223.528993269999,4.103718942504128e-12,243681405576.4235,-9.458733607102413e-05,8.368509105461428,-8.368509105461428
1.527166989902224e-06,-0.3561203323223676,-0.1375813677592333,223.4217484599392,4.100766461896944e-12,243856851954.7971,-8.78414636017258e-05,8.363904715933222,-8.363904715933222
1.52719935987986e-06,-0.368997017046502,-0.09875389132797624,223.3145779849001,4.098091245544604e-12,244016040659.7067,-7.744872887763474e-05,8.359115802271862,-8.359115802271862
1.52723173122976e-06,-0.3776610853168696,-0.05877662758025226,223.2074730529051,4.095808896725564e-12,244152016174.2557,-6.356198521549017e-05,8.354015478221138,-8.354015478221138
1.52726410395201e-06,-0.3820218498650798,-0.0180997800323542,223.1004219142089,4.09401854325296e-12,244258786186.5022,-4.704713344850206e-05,8.348497985925411,-8.348497985925411
1.527296478046698e-06,-0.3820344134136703,0.02282224792910275,222.993410593775,4.092794062464796e-12,244331863450.2152,-2.859897370141411e-05,8.342479144507982,-8.342479144507982
1.527328853513911e-06,-0.3776990314913949,0.06353469742549041,222.8864234790606,4.092189776692651e-12,244367943465.2735,-8.731303910589148e-06,8.335899696576254,-8.335899696576254
1.527361230353737e-06,-0.369060211229699,0.1035860263667689,222.7794437546972,4.09223421453866e-12,244365289857.3733,1.147591467849491e-05,8.328732519326104,-8.328732519326104
1.527393608566263e-06,-0.3562062771356062,0.1425311513633296,222.6724543164773,4.092924201526881e-12,244324094647.7694,3.11441180162457e-05,8.32097969871751,-8.32097969871751
1.527425988151575e-06,-0.3392688774687889,0.1799347721927944,222.5654385150151,4.094244514800296e-12,244245304936.0138,5.040767759631118e-05,8.312671847928387,-8.312671847928387
1.527458369109762e-06,-0.3184215976943351,0.2153745833013071,222.4583800420551,4.096231387151437e-12,244126834030.0987,7.231042243994238e-05,8.303886724844547,-8.303886724844547
1.527490751440911e-06,-0.2938761939628852,0.2484432333587753,222.3512603537206,4.098692340966243e-12,243980254386.2699,7.968303796263312e-05,8.294823094789908,-8.294823094789908
1.527523135145108e-06,-0.2658969136225049,0.2787569662407038,222.2440732057632,4.101437219271988e-12,243816971109.8251,8.983894149511823e-05,8.285467408947365,-8.285467408947365
1.527555520222443e-06,-0.2347827834754954,0.3059562239649453,222.1368099969747,4.104448254039581e-12,243638106294.9945,9.611291417217638e-05,8.275950961785725,-8.275950961785725
1.527587906673e-06,-0.200872042331625,0.3297111424358892,222.0294654121371,4.107593865455909e-12,243451527282.1424,9.81418229105993e-05,8.266417534420791,-8.266417534420791
1.527620294496869e-06,-0.1645400573483396,0.349726529899874,221.9220377299081,4.110737360855902e-12,243265359038.114,9.59740989429033e-05,8.257015088099525,-8.257015088099525
1.527652683694136e-06,-0.1261961820615437,0.3657467039860338,221.8145287822694,4.113742794022036e-12,243087633347.7069,8.96084782589549e-05,8.247894333104231,-8.247894333104231
1.527685074264889e-06,-0.08627994646778529,0.3775604378588868,221.7069439560491,4.116477043349363e-12,242926169505.9405,7.92216985363423e-05,8.239199939534886,-8.239199939534886
1.527717466209215e-06,-0.04525622632155094,0.3850056529150847,221.5992920437099,4.118818967117037e-12,242788043850.3344,6.537774246402193e-05,8.23106099698254,-8.23106099698254
1.527749859527201e-06,-0.003609297644433834,0.3879731849223234,221.491584766173,4.120665947228679e-12,242679220496.5175,4.865724797794171e-05,8.223589955704993,-8.223589955704993
1.527782254218935e-06,0.03816380015530673,0.3864099090011845,221.3838362814562,4.121935307075629e-12,242604486849.5196,2.971153934937957e-05,8.216876765981823,-8.216876765981823
1.527814650284505e-06,0.07956059893113758,0.3803209653118362,221.2760626333625,4.122663630761871e-12,242561627521.1857,1.52524795537652e-05,8.210980524690314,-8.210980524690314
1.527847047723997e-06,0.1200808446375747,0.3697636473816297,221.1682760670499,4.122729388766552e-12,242557758635.5195,-1.119246189111876e-05,8.206074673532303,-8.206074673532303
1.527879446537499e-06,0.1592333658611119,0.354866884322147,221.0604989806913,4.122038105911791e-12,242598436575.7825,-3.148045175503486e-05,8.202019188431086,-8.202019188431086
1.527911846725099e-06,0.1965464278712815,0.3358100082724656,220.952748559234,4.120715820957517e-12,242676283308.3775,-5.014120795172553e-05,8.198773950658733,-8.198773950658733
1.527944248286883e-06,0.2315736313979954,0.3128253622539653,220.8450406107081,4.118826182858537e-12,242787618511.734,-6.649714991017589e-05,8.19627346946424,-8.19627346946424
1.52797665122294e-06,0.2639002906211176,0.2861941000150894,220.7373889920711,4.116454542926249e-12,242927497333.4537,-7.988682758994738e-05,8.194428377331356,-8.194428377331356
1.528009055533357e-06,0.2931491288950453,0.2562412707019849,220.62980504862,4.113706913337828e-12,243089753613.149,-8.969716797351057e-05,8.193122561425705,-8.193122561425705
1.52804146121822e-06,0.3189846924101206,0.2233298664759596,220.5222970942924,4.11070646369574e-12,243267187485.0796,-9.548315861595476e-05,8.192221307708685,-8.192221307708685
1.528073868277619e-06,0.3411164613086931,0.1878545258835354,220.4148700342609,4.107586938681607e-12,243451937823.3697,-9.703813378037225e-05,8.191582638707658,-8.191582638707658
1.528106276711639e-06,0.359301348400471,0.1502355603551107,220.3075251894035,4.104486468485405e-12,243635837924.6916,-9.429916655539238e-05,8.191055173606896,-8.191055173606896
1.528138686520369e-06,0.3733448660608075,0.1109127825465292,220.20026024253,4.101541983034546e-12,243810743407.3234,-8.740433218448002e-05,8.190486764471913,-8.190486764471913
1.528171097703897e-06,0.383101140260097,0.07033968456584051,220.0930693549128,4.098960810189228e-12,243964274436.1431,-7.18726766893449e-05,8.189738977543691,-8.189738977543691
1.528203510262308e-06,0.3884678446180426,0.02897639817063011,219.9859393688854,4.096801542244905e-12,244092858706.5593,-6.136404770439602e-05,8.1888017811503,-8.1888017811503
1.528235924195692e-06,0.3893996267039108,-0.01270842622757173,219.8788613821262,4.095071050492091e-12,244196007265.8161,-4.541085159099047e-05,8.187466151806566,-8.187466151806566
1.528268339504135e-06,0.3858949237856431,-0.05424876481905218,219.771821877692,4.093905290402132e-12,244265543305.1733,-2.651606450275893e-05,8.185628369749068,-8.185628369749068
1.528300756187725e-06,0.3779971265094904,-0.09518323171980871,219.6648048446068,4.093372134331616e-12,244297358555.0351,-6.378293258082249e-06,8.183230895425979,-8.183230895425979
1.528333174246549e-06,0.3657944684754756,-0.1350581620085451,219.5577932171102,4.093496311981999e-12,244289947708.7393,1.403887720638507e-05,8.180241429789181,-8.180241429789181
1.528365593680696e-06,0.3494184562316437,-0.1734306769033839,219.4507696911933,4.094274953054312e-12,244243489132.0633,3.399615057859027e-05,8.176668004093125,-8.176668004093125
1.528398014490252e-06,0.3290436115028716,-0.2098721137142596,219.343717351174,4.095679722061232e-12,244159716545.5922,5.266193152124183e-05,8.172544670990114,-8.172544670990114
1.528430436675305e-06,0.3048865991057096,-0.2439715044496979,219.2366203746109,4.097653380718429e-12,244042115593.6506,6.908513801291894e-05,8.167930031399678,-8.167930031399678
1.528462860235943e-06,0.2772048594979351,-0.2753387740130805,219.1294648386189,4.100114621717506e-12,243895620552.4586,8.273263009437352e-05,8.16291883627083,-8.16291883627083
1.528495285172252e-06,0.2462960585808105,-0.3036090071801441,219.0222391720424,4.102964311415484e-12,243726224285.6335,9.303864208756716e-05,8.157624660118643,-8.157624660118643
1.528527711484322e-06,0.2124966165260018,-0.328446793538554,218.9149346353613,4.106154305126084e-12,243536877986.1998,0.0001037145397763819,8.152174387240297,-8.152174387240297
1.528560139172239e-06,0.1761759624210146,-0.3495465542298497,218.8075421747434,4.109509347980859e-12,243338052142.7294,0.0001032100510953373,8.146823784404669,-8.146823784404669
1.528592568236091e-06,0.1377442285598459,-0.3666462980143284,218.7000622141563,4.112795409870837e-12,243143628686.214,9.945156116548734e-05,8.141662027298002,-8.141662027298002
1.528624998675964e-06,0.09764083189954546,-0.3795278135641445,218.5924979364151,4.11591911632059e-12,242959098985.8776,9.318897134769838e-05,8.136792121010481,-8.136792121010481
1.528657430491949e-06,0.05632964406745545,-0.3880190835652453,218.4848546477245,4.118777604877196e-12,242790482014.8248,8.308805442702884e-05,8.132361803802507,-8.132361803802507
1.52868986368413e-06,0.01429531784496802,-0.3920001047478254,218.3771409092314,4.121254873262372e-12,242644541711.7343,6.967353537610644e-05,8.128504542833415,-8.128504542833415
1.528722298252597e-06,-0.02796305966518857,-0.3914064596025606,218.2693680925094,4.123248408077182e-12,242527226358.9706,5.325336382368583e-05,8.125330071833815,-8.125330071833815
1.528754734197436e-06,-0.06993893252443366,-0.3862312214253369,218.1615501187862,4.124675087888672e-12,242443338855.0557,3.471609086496734e-05,8.122931627061595,-8.122931627061595
1.528787171518736e-06,-0.1111258429675938,-0.3765265995957762,218.0537027057756,4.125481832436902e-12,242395928673.6951,1.502607597036885e-05,8.121375247016088,-8.121375247016088
1.528819610216584e-06,-0.1510254644322793,-0.3624042004906886,217.9458425500935,4.125640177709495e-12,242386625329.7901,-5.262906331920595e-06,8.12069162043626,-8.12069162043626
1.528852050291068e-06,-0.1891552725453659,-0.3440332559886755,217.8379868577412,4.125146933826683e-12,242415607502.3375,-2.514621247063358e-05,8.120885945403924,-8.120885945403924
1.528884491742274e-06,-0.2250561577174957,-0.3216381965875554,217.7301524921227,4.1240772441752e-12,242478484468.8321,-4.079931239234644e-05,8.121934054978505,-8.121934054978505
1.528916934570292e-06,-0.2582977123284385,-0.2954913966140565,217.6223527302443,4.122473647714674e-12,242572805906.0749,-5.805708316779266e-05,8.123865822245676,-8.123865822245676
1.528949378775208e-06,-0.2884876536599172,-0.2659169978265972,217.5146022112909,4.120337101401318e-12,242698588826.604,-7.364846802568457e-05,8.126570490150982,-8.126570490150982
1.528981824357111e-06,-0.3152769695508915,-0.2332809209626873,217.4069141622328,4.117783321296162e-12,242849106418.0687,-8.37705992382298e-05,8.129884476585623,-8.129884476585623
1.529014271316087e-06,-0.3383616056392487,-0.197981055019517,217.2992971718513,4.114959425441781e-12,243015761909.3997,-9.029154389065057e-05,8.133683085337291,-8.133683085337291
1.529046719652225e-06,-0.3574860630392247,-0.1604432325659751,217.1917567748091,4.111983729263531e-12,243191623761.3866,-9.311972201756669e-05,8.137832266156792,-8.137832266156792
1.529079169365612e-06,-0.37244500700781,-0.1211147896871273,217.0842953735718,4.108984889938523e-12,243369111054.327,-9.17102500608407e-05,8.14219726894072,-8.14219726894072
1.529111620456336e-06,-0.3830845816598539,-0.08045835517528604,216.9769117757511,4.106092817736483e-12,243540524870.8572,-8.653177016376762e-05,8.146637273603497,-8.146637273603497
1.529144072924485e-06,-0.3893020190612709,-0.0389458672736275,216.8696015912416,4.103419535468094e-12,243699185851.3259,-7.821903511707063e-05,8.151018527060941,-8.151018527060941
1.529176526770146e-06,-0.3910446594837873,0.002946705285174275,216.762357770359,4.101070914555035e-12,243838748667.0661,-6.651727545901953e-05,8.155226218563229,-8.155226218563229
1.529208981993407e-06,-0.3883094699119389,0.04474438539544959,216.6551703873373,4.099143111249973e-12,243953424620.7531,-5.228074927437349e-05,8.159155735702777,-8.159155735702777
