["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 1.5299129165347511e-03 4.0373839227598352e-01
1.8749519977416666e+14 1.5448478387921852e-03 4.6027132588103237e-01
1.8762011329833334e+14 1.5508263340925977e-03 5.1635836688213355e-01
1.8774502682250000e+14 1.5478273594409858e-03 5.7176632305874620e-01
1.8786994034666666e+14 1.5359017473624377e-03 6.2624146512498824e-01
1.8799485387083334e+14 1.5151749598957130e-03 6.7949796223976566e-01
1.8811976739500000e+14 1.4858506024269288e-03 7.3120408300084672e-01
1.8824468091916666e+14 1.4482151091557379e-03 7.8096491110888167e-01
1.8836959444333334e+14 1.4026442243045079e-03 8.2829993278419800e-01
1.8849450796750000e+14 1.3496122231979207e-03 8.7261326602520506e-01
1.8861942149166666e+14 1.2897053079725742e-03 9.1315348188715284e-01
1.8874433501583334e+14 1.2247675176108325e-03 9.4771991537514566e-01
1.8886924854000000e+14 1.1544631123382621e-03 9.7609596136585353e-01
1.8899416206416666e+14 1.0799102510481891e-03 9.9661895884489293e-01
1.8911907558833334e+14 1.0025150753021038e-03 1.0071135372508404e+00
1.8924398911250000e+14 9.2407494620527992e-04 1.0047556757913876e+00
1.8936890263666666e+14 8.4692420869712673e-04 9.8597854094256421e-01
1.8949381616083334e+14 7.7412026824509269e-04 9.4657174275201295e-01
1.8961872968500000e+14 7.0962347099468189e-04 8.8231232749713817e-01
1.8974364320916666e+14 6.5831370920012321e-04 7.9066078625292646e-01
1.8986855673333334e+14 6.2552123823761494e-04 6.7374965471339432e-01
1.8999347025750000e+14 6.1733713820563696e-04 5.3967885298040574e-01
1.9011838378166666e+14 6.3440198314717753e-04 4.0658938427886188e-01
1.9024329730583334e+14 6.7518818011218142e-04 2.9029851346188323e-01
1.9036821083000000e+14 7.3556327874067047e-04 2.0000103723354407e-01
1.9049312435416666e+14 8.1048223797553593e-04 1.3745781715953154e-01
1.9061803787833334e+14 8.9524118193293038e-04 9.9920776098272643e-02
1.9074295140250000e+14 9.8595632198408790e-04 8.3097664958506665e-02
1.9086786492666666e+14 1.0795670426448723e-03 8.2783178196449494e-02
1.9099277845083334e+14 1.1736758349047999e-03 9.5444956215586171e-02
1.9111769197500000e+14 1.2663777892269721e-03 1.1830119110140198e-01
1.9124260549916666e+14 1.3578597953369798e-03 1.4904139205442252e-01
1.9136751902333334e+14 1.4450850834602064e-03 1.8615055668825886e-01
1.9149243254750000e+14 1.5269534761722574e-03 2.2838475894111795e-01
