["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 7.3698730273215318e-04 9.0786933504887346e-01
1.8749519977416666e+14 7.0805898553485524e-04 8.2894896143289154e-01
1.8762011329833334e+14 6.9536347638565039e-04 7.4330266419749891e-01
1.8774502682250000e+14 6.9867674722629079e-04 6.5900718493657062e-01
1.8786994034666666e+14 7.1617587560883717e-04 5.8349501033082141e-01
1.8799485387083334e+14 7.4490899421806916e-04 5.2169037513727434e-01
1.8811976739500000e+14 7.8147382927526139e-04 4.7553049977787604e-01
1.8824468091916666e+14 8.2257809070457517e-04 4.4463195232992370e-01
1.8836959444333334e+14 8.6534932082865505e-04 4.2729854931370892e-01
1.8849450796750000e+14 9.0743571168449600e-04 4.2132840156976320e-01
1.8861942149166666e+14 9.4699074518453169e-04 4.2448890486174107e-01
1.8874433501583334e+14 9.8433884429040015e-04 4.3394920655055547e-01
1.8886924854000000e+14 1.0167112645781684e-03 4.4869426585905320e-01
1.8899416206416666e+14 1.0433977357455053e-03 4.6714161671513860e-01
1.8911907558833334e+14 1.0639686476477085e-03 4.8792500150398782e-01
1.8924398911250000e+14 1.0782421473321013e-03 5.0984749890766057e-01
1.8936890263666666e+14 1.0862608685087895e-03 5.3183902124601934e-01
1.8949381616083334e+14 1.0882757282127586e-03 5.5292204348789642e-01
1.8961872968500000e+14 1.0847345062669461e-03 5.7218725373797563e-01
1.8974364320916666e+14 1.0762730992153508e-03 5.8878048347715151e-01
1.8986855673333334e+14 1.0637072483919876e-03 6.0190279469940489e-01
1.8999347025750000e+14 1.0495282551702839e-03 6.0985020706707649e-01
1.9011838378166666e+14 1.0333627416537578e-03 6.1293287937337171e-01
1.9024329730583334e+14 1.0164934575322088e-03 6.1070856963176279e-01
1.9036821083000000e+14 1.0002914213072802e-03 6.0297836836831409e-01
1.9049312435416666e+14 9.8615412785354453e-04 5.8987076015681594e-01
1.9061803787833334e+14 9.7542224956444277e-04 5.7191585501152942e-01
1.9074295140250000e+14 9.6927873921154642e-04 5.5008164919860880e-01
1.9086786492666666e+14 9.6864220638525364e-04 5.2574308125850289e-01
1.9099277845083334e+14 9.7407376014708134e-04 5.0056842132903900e-01
1.9111769197500000e+14 9.8571857839827308e-04 4.7633564081702034e-01
1.9124260549916666e+14 1.0048812121614581e-03 4.5397385645182814e-01
1.9136751902333334e+14 1.0293433127765113e-03 4.3571041298894192e-01
1.9149243254750000e+14 1.0581289943522255e-03 4.2251817546075882e-01
1.9161734607166666e+14 1.0900596642024287e-03 4.1493533033979918e-01
1.9174225959583334e+14 1.1238530029466271e-03 4.1310816202408562e-01
1.9186717312000000e+14 1.1582070979321152e-03 4.1687112340130689e-01
1.9199208664416666e+14 1.1918645536761942e-03 4.2583598956594343e-01
1.9211700016833334e+14 1.2236572205395297e-03 4.3947157622821048e-01
1.9224191369250000e+14 1.2525351509357374e-03 4.5716567742428077e-01
1.9236682721666666e+14 1.2775841392713666e-03 4.7826802347586045e-01
1.9249174074083334e+14 1.2995240448142155e-03 5.0150393212404865e-01
1.9261665426500000e+14 1.3162091128673602e-03 5.2678296443246231e-01
1.9274156778916666e+14 1.3271696183843329e-03 5.5344171293563382e-01
1.9286648131333334e+14 1.3320937348891067e-03 5.8082322050238067e-01
1.9299139483750000e+14 1.3308297880254101e-03 6.0827083723218744e-01
1.9311630836166666e+14 1.3233889196628860e-03 6.3511986689589484e-01
1.9324122188583331e+14 1.3099484819591386e-03 6.6068839007622038e-01
1.9336613541000000e+14 1.2908563122219869e-03 6.8426865813019311e-01
1.9349104893416666e+14 1.2666358427670377e-03 7.0512081003041394e-01
1.9361596245833331e+14 1.2379916875965645e-03 7.2247142682753485e-01
1.9374087598250000e+14 1.2070299917417448e-03 7.3462806780686229e-01
1.9386578950666666e+14 1.1736005223515048e-03 7.4160976233753073e-01
1.9399070303083331e+14 1.1389893080946778e-03 7.4265734980833265e-01
1.9411561655500000e+14 1.1046588668473581e-03 7.3712730148572125e-01
1.9424053007916666e+14 1.0722147847033760e-03 7.2459847485420603e-01
1.9436544360333331e+14 1.0433439201448570e-03 7.0500911043155501e-01
1.9449035712750000e+14 1.0197164274199024e-03 6.7880357776501632e-01
1.9461527065166666e+14 1.0028507917009082e-03 6.4704567403008828e-01
1.9474018417583331e+14 9.9395491219645251e-04 6.1143874001807152e-01
1.9486509770000000e+14 9.9377335809110808e-04 5.7420261267568007e-01
1.9499001122416666e+14 1.0038290154590558e-03 5.3702019774298548e-01
1.9511492474833331e+14 1.0224064939379186e-03 5.0316363301779865e-01
1.9523983827250000e+14 1.0485372253778598e-03 4.7458224602108950e-01
1.9536475179666666e+14 1.0808468019562222e-03 4.5260733565302202e-01
1.9548966532083331e+14 1.1177128728132081e-03 4.3792091321513360e-01
1.9561457884500000e+14 1.1574124418826919e-03 4.3064234659878570e-01
1.9573949236916666e+14 1.1982374182995777e-03 4.3047119926095617e-01
1.9586440589333331e+14 1.2385734345306352e-03 4.3683382652819747e-01
1.9598931941750000e+14 1.2769470912592424e-03 4.4900429830475447e-01
1.9611423294166666e+14 1.3120504491286240e-03 4.6619049945230578e-01
1.9623914646583331e+14 1.3440832756570708e-03 4.8707101031256028e-01
1.9636405999000000e+14 1.3707254419504144e-03 5.1134661386214997e-01
1.9648897351416666e+14 1.3911903946769995e-03 5.3824553586614554e-01
1.9661388703833331e+14 1.4048667837838124e-03 5.6702572822060116e-01
1.9673880056250000e+14 1.4113168407164825e-03 5.9696654689384532e-01
1.9686371408666666e+14 1.4102761486859249e-03 6.2735585209126910e-01
1.9698862761083331e+14 1.4016553112680128e-03 6.5747410242261750e-01
1.9711354113500000e+14 1.3855439253616210e-03 6.8657632933211910e-01
1.9723845465916666e+14 1.3622172861840153e-03 7.1387259907291301e-01
1.9736336818333331e+14 1.3321463221145319e-03 7.3850772418840616e-01
1.9748828170750000e+14 1.2970658408233704e-03 7.5877917998683031e-01
1.9761319523166666e+14 1.2567978254460963e-03 7.7433193482957763e-01
1.9773810875583331e+14 1.2125157364798089e-03 7.8401814318733765e-01
1.9786302228000000e+14 1.1656722656700708e-03 7.8660416505861841e-01
1.9798793580416666e+14 1.1180212997377969e-03 7.8082710290076041e-01
1.9811284932833331e+14 1.0716269081791441e-03 7.6551550596461293e-01
1.9823776285250000e+14 1.0288407859262425e-03 7.3980091485719790e-01
1.9836267637666666e+14 9.9222045850146405e-04 7.0343065893512158e-01
1.9848758990083331e+14 9.6435765928643219e-04 6.5714061129482704e-01
1.9861250342500000e+14 9.4760300663479524e-04 6.0295698186555735e-01
1.9873741694916666e+14 9.4491391672357457e-04 5.4346461048649264e-01
1.9886233047333331e+14 9.5603764702303223e-04 4.8382192269701180e-01
1.9898724399750000e+14 9.8074484508597795e-04 4.2838285193116249e-01
1.9911215752166666e+14 1.0177975791547144e-03 3.8073270058948261e-01
1.9923707104583331e+14 1.0652122435471732e-03 3.4318062660756704e-01
1.9936198457000000e+14 1.1205947640526832e-03 3.1670665873782750e-01
1.9948689809416666e+14 1.1814362844308314e-03 3.0123083995819855e-01
1.9961181161833331e+14 1.2453162374032147e-03 2.9598979370279921e-01
1.9973672514250000e+14 1.3100136904190878e-03 2.9986971425557046e-01
1.9986163866666666e+14 1.3735527150011892e-03 3.1163947532027791e-01
("port 1","mode 1",1,"port 2",1,"transmission")
(101, 3)
1.8737028625000000e+14 1.6546842528265538e-03 -1.5782497926104004e+00
1.8749519977416666e+14 1.5920953608890773e-03 -1.3532733257786518e+00
