["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 2.0602459606171210e-04 1.5833384862183169e+00
1.8749519977416666e+14 1.2635321843780626e-04 1.3932347766106346e+00
1.8762011329833334e+14 7.4750553919758437e-05 6.5409238582477680e-01
1.8774502682250000e+14 1.1179255417891839e-04 -2.6051553490293766e-01
1.8786994034666666e+14 1.9358981516942413e-04 -5.2288965919485075e-01
1.8799485387083334e+14 2.8438911891313755e-04 -5.8264981072018263e-01
1.8811976739500000e+14 3.7762410495170424e-04 -5.7916437998360104e-01
1.8824468091916666e+14 4.7126534297718198e-04 -5.4903485114081430e-01
1.8836959444333334e+14 5.6422015468383837e-04 -5.0529571386187766e-01
1.8849450796750000e+14 6.5568207533510663e-04 -4.5366500410799909e-01
1.8861942149166666e+14 7.4496085396660991e-04 -3.9702892620867791e-01
1.8874433501583334e+14 8.3295282120369454e-04 -3.3632912639494772e-01
1.8886924854000000e+14 9.1760920160386620e-04 -2.7353255219357586e-01
1.8899416206416666e+14 9.9835892256931106e-04 -2.0917875922036072e-01
1.8911907558833334e+14 1.0746600386798816e-03 -1.4362585899263827e-01
1.8924398911250000e+14 1.1460011793623800e-03 -7.7120676201075128e-02
1.8936890263666666e+14 1.2119037285527878e-03 -9.8387428401400020e-03
1.8949381616083334e+14 1.2719242552969056e-03 5.8091743915289200e-02
1.8961872968500000e+14 1.3256569443414225e-03 1.2657495581294620e-01
1.8974364320916666e+14 1.3727358859183557e-03 1.9553774035467689e-01
1.8986855673333334e+14 1.4128371415816487e-03 2.6492313907531545e-01
1.8999347025750000e+14 1.4471602634222149e-03 3.3434289591247951e-01
1.9011838378166666e+14 1.4739156677689592e-03 4.0397618193621815e-01
1.9024329730583334e+14 1.4928930254043114e-03 4.7379696940547023e-01
1.9036821083000000e+14 1.5039298868117963e-03 5.4378103227331842e-01
1.9049312435416666e+14 1.5069124213278784e-03 6.1390479226154160e-01
1.9061803787833334e+14 1.5017758277429305e-03 6.8414425713378257e-01
1.9074295140250000e+14 1.4885044274173347e-03 7.5447395555399854e-01
1.9086786492666666e+14 1.4671314547518735e-03 8.2486577176639420e-01
1.9099277845083334e+14 1.4377385625496952e-03 8.9528756696139145e-01
1.9111769197500000e+14 1.4004550626013509e-03 9.6570143849705647e-01
1.9124260549916666e+14 1.3562352221544473e-03 1.0351155697067924e+00
1.9136751902333334e+14 1.3043404782351309e-03 1.1042632897397062e+00
1.9149243254750000e+14 1.2450271024943317e-03 1.1730483579590685e+00
1.9161734607166666e+14 1.1785964515389827e-03 1.2413426385010351e+00
1.9174225959583334e+14 1.1053937159935070e-03 1.3089714637006014e+00
1.9186717312000000e+14 1.0258068176207350e-03 1.3756901089197990e+00
1.9199208664416666e+14 9.4026573650735946e-04 1.4411443945707396e+00
1.9211700016833334e+14 8.4924282378213631e-04 1.5048013907079689e+00
1.9224191369250000e+14 7.5325528503328569e-04 1.5658200518618641e+00
