["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 7.9710102046712131e-04 1.8156127435942333e+00
1.8749519977416666e+14 3.8254384093577761e-04 2.0120184933155176e+00
1.8762011329833334e+14 4.1774073958117371e-05 -7.0161146813263253e-01
1.8774502682250000e+14 4.5555456476117570e-04 -6.7784036505182699e-01
1.8786994034666666e+14 8.4406459542602549e-04 -4.8189044612274518e-01
1.8799485387083334e+14 1.1907063808696237e-03 -2.8145891005668061e-01
1.8811976739500000e+14 1.4814434256841147e-03 -8.0603931289967332e-02
1.8824468091916666e+14 1.7046972001640585e-03 1.1972714180995828e-01
1.8836959444333334e+14 1.8517949198326670e-03 3.1908440021547047e-01
1.8849450796750000e+14 1.9173028617217025e-03 5.1707762406236357e-01
1.8861942149166666e+14 1.8992261596053786e-03 7.1320126426446995e-01
1.8874433501583334e+14 1.8002603870617368e-03 9.0583510688295166e-01
1.8886924854000000e+14 1.6235582234715813e-03 1.0939339780427062e+00
1.8899416206416666e+14 1.3772596511890263e-03 1.2743638151489043e+00
1.8911907558833334e+14 1.0727009680968408e-03 1.4395860386360184e+00
1.8924398911250000e+14 7.2487185707407619e-04 1.5660584021738073e+00
1.8936890263666666e+14 3.5882510463310536e-04 1.5301238704002467e+00
1.8949381616083334e+14 1.7413589787441817e-04 1.4856206243076450e-01
1.8961872968500000e+14 5.0062810125943284e-04 -4.5058885364706142e-01
1.8974364320916666e+14 8.7056975007579170e-04 -3.9169233505209555e-01
1.8986855673333334e+14 1.2139029460584675e-03 -2.4796813342512034e-01
1.8999347025750000e+14 1.5135505005575160e-03 -7.9148503478579518e-02
1.9011838378166666e+14 1.7545098055790304e-03 9.9563660770689871e-02
1.9024329730583334e+14 1.9266782500939263e-03 2.8290616470397711e-01
1.9036821083000000e+14 2.0230729186322179e-03 4.6841019592825117e-01
1.9049312435416666e+14 2.0399521127085884e-03 6.5464260526366502e-01
1.9061803787833334e+14 1.9768902255905942e-03 8.4054061657154389e-01
1.9074295140250000e+14 1.8367457074814596e-03 1.0250399389846798e+00
1.9086786492666666e+14 1.6255124891483474e-03 1.2066833046811629e+00
1.9099277845083334e+14 1.3520724117085804e-03 1.3828437256003896e+00
1.9111769197500000e+14 1.0279200839203126e-03 1.5473945324908482e+00
1.9124260549916666e+14 6.6704950235250309e-04 1.6778155683767775e+00
1.9136751902333334e+14 2.9094972411490311e-04 1.6452692117215466e+00
1.9149243254750000e+14 1.6807395546452445e-04 -2.1673348756292907e-01
1.9161734607166666e+14 5.3000095238229866e-04 -5.3066765363118595e-01
1.9174225959583334e+14 8.9471198228077285e-04 -4.3108959420817450e-01
1.9186717312000000e+14 1.2268718451504375e-03 -2.8109547295653547e-01
1.9199208664416666e+14 1.5122414596900210e-03 -1.1661546720404756e-01
1.9211700016833334e+14 1.7401850097979738e-03 5.2882111982772331e-02
1.9224191369250000e+14 1.9029047475327733e-03 2.2352499172655060e-01
1.9236682721666666e+14 1.9955138301060039e-03 3.9308468039452010e-01
1.9249174074083334e+14 2.0175952889157668e-03 5.5933475763974438e-01
1.9261665426500000e+14 1.9686097045185694e-03 7.2053354839073502e-01
1.9274156778916666e+14 1.8527713150387913e-03 8.7405874960037699e-01
1.9286648131333334e+14 1.6773782471053505e-03 1.0158091692548832e+00
1.9299139483750000e+14 1.4529202363866049e-03 1.1386264721901969e+00
1.9311630836166666e+14 1.1937258348764660e-03 1.2286291319838025e+00
1.9324122188583331e+14 9.2047063810369624e-04 1.2558484661417888e+00
1.9336613541000000e+14 6.6910115718463484e-04 1.1516086279039790e+00
1.9349104893416666e+14 5.1485675869759049e-04 8.0661981025858320e-01
1.9361596245833331e+14 5.5066957308567369e-04 3.5140209424849550e-01
1.9374087598250000e+14 7.3153806494639418e-04 1.1842962248567626e-01
1.9386578950666666e+14 9.5085760426817656e-04 7.4158215610019881e-02
1.9399070303083331e+14 1.1568956150903938e-03 1.1769185836414212e-01
1.9411561655500000e+14 1.3275411635516059e-03 2.0091793007370776e-01
1.9424053007916666e+14 1.4521574268557735e-03 3.0192345956602923e-01
1.9436544360333331e+14 1.5260251084121559e-03 4.0910987185050907e-01
1.9449035712750000e+14 1.5486301161531364e-03 5.1493030437146881e-01
1.9461527065166666e+14 1.5230947668341569e-03 6.1317815117688235e-01
1.9474018417583331e+14 1.4560226313829333e-03 6.9754438674370223e-01
1.9486509770000000e+14 1.3575712060857935e-03 7.6069086574165679e-01
1.9499001122416666e+14 1.2428001312081059e-03 7.9295106716612584e-01
1.9511492474833331e+14 1.1285392850686529e-03 7.8582106349827530e-01
1.9523983827250000e+14 1.0359391933092506e-03 7.3422909128229674e-01
1.9536475179666666e+14 9.8503324820844703e-04 6.4602536313129733e-01
1.9548966532083331e+14 9.8625392267815836e-04 5.4677001552323390e-01
1.9561457884500000e+14 1.0339902072974735e-03 4.6719901457874974e-01
1.9573949236916666e+14 1.1103994407719636e-03 4.2409755415441608e-01
1.9586440589333331e+14 1.1951267898736944e-03 4.1724216149351007e-01
1.9598931941750000e+14 1.2716906552255858e-03 4.3804554639258703e-01
1.9611423294166666e+14 1.3291584150686593e-03 4.7648122999441844e-01
1.9623914646583331e+14 1.3630807983151391e-03 5.2306577850308045e-01
1.9636405999000000e+14 1.3707611501149394e-03 5.7070586347155516e-01
1.9648897351416666e+14 1.3547015697864362e-03 6.1294517365308632e-01
1.9661388703833331e+14 1.3206795772716393e-03 6.4431685326224142e-01
1.9673880056250000e+14 1.2770616556927647e-03 6.6067382986165379e-01
1.9686371408666666e+14 1.2337054685283462e-03 6.6012573127858598e-01
1.9698862761083331e+14 1.2001837325220322e-03 6.4432151684609851e-01
1.9711354113500000e+14 1.1834048184219249e-03 6.1908385132205468e-01
1.9723845465916666e+14 1.1854493270076977e-03 5.9310518065695716e-01
1.9736336818333331e+14 1.2029064913635585e-03 5.7476438694266674e-01
1.9748828170750000e+14 1.2294627230182297e-03 5.6848819677372353e-01
1.9761319523166666e+14 1.2547461665089927e-03 5.7565465095855561e-01
1.9773810875583331e+14 1.2703772574354851e-03 5.9344935340521432e-01
