["port 1",""]
["port 2",""]
["port 3",""]
["port 4",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 1.9142962136558808e-03 4.8252840511650463e-01
1.8749519977416666e+14 1.9354541543993231e-03 5.5293356054133680e-01
1.8762011329833334e+14 1.9458876998033044e-03 6.2364422337934078e-01
1.8774502682250000e+14 1.9454814365659767e-03 6.9462672957944360e-01
1.8786994034666666e+14 1.9341859722988698e-03 7.6585363439113718e-01
1.8799485387083334e+14 1.9120181105984025e-03 8.3730252991779153e-01
1.8811976739500000e+14 1.8790606593010778e-03 9.0895517141897919e-01
1.8824468091916666e+14 1.8354618673911520e-03 9.8079684105676468e-01
1.8836959444333334e+14 1.7814344895440461e-03 1.0528159039909990e+00
1.8849450796750000e+14 1.7172544800618350e-03 1.1250035327422649e+00
1.8861942149166666e+14 1.6432593206226176e-03 1.1973535959959278e+00
1.8874433501583334e+14 1.5604362326944348e-03 1.2687117542713064e+00
1.8886924854000000e+14 1.4683876564564604e-03 1.3400312559449234e+00
1.8899416206416666e+14 1.3676142369012058e-03 1.4112710168262392e+00
1.8911907558833334e+14 1.2586708925596320e-03 1.4823745931495078e+00
1.8924398911250000e+14 1.1421636116005129e-03 1.5532602297344571e+00
1.8936890263666666e+14 1.0187459993645754e-03 1.6238026540191297e+00
1.8949381616083334e+14 8.8911567514352648e-04 1.6937972180604068e+00
1.8961872968500000e+14 7.5401074085633120e-04 1.7628824318962519e+00
1.8974364320916666e+14 6.1420693393874162e-04 1.8303508984609562e+00
1.8986855673333334e+14 4.7051756997992507e-04 1.8946016921277802e+00
1.8999347025750000e+14 3.2315920918663113e-04 1.9458176914322083e+00
1.9011838378166666e+14 1.7372011239662565e-04 1.9602246923606963e+00
1.9024329730583334e+14 2.9932911976802148e-05 1.3499436825375786e+00
1.9036821083000000e+14 1.3346362640446387e-04 -7.4919149455397993e-01
1.9049312435416666e+14 2.8474776971255223e-04 -7.6355757172632355e-01
1.9061803787833334e+14 4.3562505329025744e-04 -7.1750746785683528e-01
1.9074295140250000e+14 5.8469911569448323e-04 -6.5772814676136615e-01
1.9086786492666666e+14 7.3100016794629022e-04 -5.9264439291320070e-01
1.9099277845083334e+14 8.7363614209619951e-04 -5.2494329987248312e-01
1.9111769197500000e+14 1.0117528487583580e-03 -4.5574698061442476e-01
1.9124260549916666e+14 1.1461441672380832e-03 -3.8501458990315413e-01
1.9136751902333334e+14 1.2744968684784400e-03 -3.1394110330328773e-01
1.9149243254750000e+14 1.3960361292863069e-03 -2.4262634987313741e-01
1.9161734607166666e+14 1.5100272668431198e-03 -1.7113369206326887e-01
1.9174225959583334e+14 1.6157802415974721e-03 -9.9505666663312800e-02
1.9186717312000000e+14 1.7126539011327524e-03 -2.7772353016485143e-02
1.9199208664416666e+14 1.8000599136718412e-03 4.4043839582803265e-02
1.9211700016833334e+14 1.8774663544206813e-03 1.1592526331681861e-01
1.9224191369250000e+14 1.9444009165226421e-03 1.8785715752867929e-01
1.9236682721666666e+14 2.0004537242273223e-03 2.5982636172386447e-01
1.9249174074083334e+14 2.0468816958837937e-03 3.3155997824447664e-01
1.9261665426500000e+14 2.0817218269884694e-03 4.0320461848418632e-01
1.9274156778916666e+14 2.1047399657124050e-03 4.7475040438459509e-01
1.9286648131333334e+14 2.1157724934966621e-03 5.4618353248678542e-01
1.9299139483750000e+14 2.1147272228688539e-03 6.1748569685801802e-01
1.9311630836166666e+14 2.1015838606362022e-03 6.8863322801318605e-01
1.9324122188583331e+14 2.0763940467509365e-03 7.5959586978833404e-01
1.9336613541000000e+14 2.0392809854537066e-03 8.3033506835229154e-01
1.9349104893416666e+14 1.9904386924046872e-03 9.0080157718030507e-01
1.9361596245833331e+14 1.9301308915621769e-03 9.7093207229320699e-01
1.9374087598250000e+14 1.8595267414228628e-03 1.0398948227942051e+00
1.9386578950666666e+14 1.7779932800021951e-03 1.1082001569317506e+00
1.9399070303083331e+14 1.6859866450375201e-03 1.1756807028566456e+00
1.9411561655500000e+14 1.5840297248007624e-03 1.2421065672485656e+00
1.9424053007916666e+14 1.4727114939061896e-03 1.3071545144634769e+00
1.9436544360333331e+14 1.3526876138038291e-03 1.3703567106655599e+00
1.9449035712750000e+14 1.2246836953597213e-03 1.4310114149313626e+00
1.9461527065166666e+14 1.0895041736573318e-03 1.4880183082805960e+00
1.9474018417583331e+14 9.4805357699123606e-04 1.5395529391503338e+00
1.9486509770000000e+14 8.0138748462323388e-04 1.5823640373788748e+00
1.9499001122416666e+14 6.5080041780356615e-04 1.6076744295489662e+00
1.9511492474833331e+14 4.9835136098753106e-04 1.6021334326229169e+00
1.9523983827250000e+14 3.4844502004866435e-04 1.5252795590896004e+00
1.9536475179666666e+14 2.1540631739913436e-04 1.2404550453086132e+00
1.9548966532083331e+14 1.6070268064422881e-04 4.4027826389757002e-01
1.9561457884500000e+14 2.4692698451331469e-04 -2.2277927241673257e-01
1.9573949236916666e+14 3.8968871560921572e-04 -4.3006117272503602e-01
1.9586440589333331e+14 5.4517617190950006e-04 -4.8191043307708104e-01
1.9598931941750000e+14 7.0323257591109250e-04 -4.7716716716704954e-01
1.9611423294166666e+14 8.6028689749289102e-04 -4.4665261075725404e-01
