("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 2.3303482042848385e-03 -1.3582803397627233e-01
1.8749519977416666e+14 2.5717295357542930e-03 -6.1690112955084878e-02
1.8762011329833334e+14 2.7793777051314437e-03 1.6528927711088621e-02
1.8774502682250000e+14 2.9503215455299846e-03 9.6748360037594058e-02
1.8786994034666666e+14 3.0825960951406089e-03 1.7747402332352810e-01
1.8799485387083334e+14 3.1752051188637391e-03 2.5752560707253597e-01
1.8811976739500000e+14 3.2281054351869063e-03 3.3587837279545574e-01
1.8824468091916666e+14 3.2421986842730913e-03 4.1156136628318940e-01
1.8836959444333334e+14 3.2193254189515691e-03 4.8358412673997853e-01
1.8849450796750000e+14 3.1622608073454536e-03 5.5087793506457605e-01
1.8861942149166666e+14 3.0747133240568748e-03 6.1224549036537013e-01
1.8874433501583334e+14 2.9625685538152719e-03 6.6605693796524823e-01
1.8886924854000000e+14 2.8301046422715944e-03 7.1094710062960831e-01
1.8899416206416666e+14 2.6838802216063878e-03 7.4516864566517793e-01
1.8911907558833334e+14 2.5313934597772135e-03 7.6687759626630903e-01
1.8924398911250000e+14 2.3809807691938935e-03 7.7435448461597944e-01
1.8936890263666666e+14 2.2415378527120464e-03 7.6642827647641498e-01
1.8949381616083334e+14 2.1219240638397194e-03 7.4312330203687371e-01
1.8961872968500000e+14 2.0299358651621625e-03 7.0638273166107757e-01
1.8974364320916666e+14 1.9709238414347733e-03 6.6045678614464620e-01
1.8986855673333334e+14 1.9464839852553709e-03 6.1144057055617018e-01
1.8999347025750000e+14 1.9551641110475706e-03 5.6554944952043851e-01
1.9011838378166666e+14 1.9893011721564533e-03 5.2846912296220305e-01
1.9024329730583334e+14 2.0401748767464073e-03 5.0324527114212525e-01
1.9036821083000000e+14 2.0984444887059139e-03 4.9064385299870361e-01
1.9049312435416666e+14 2.1553818487626119e-03 4.8975693563158074e-01
1.9061803787833334e+14 2.2035562509136923e-03 4.9871183040158784e-01
1.9074295140250000e+14 2.2371028841031079e-03 5.1519579277268701e-01
1.9086786492666666e+14 2.2517648139111172e-03 5.3674394052664265e-01
1.9099277845083334e+14 2.2448510301904820e-03 5.6084280876519776e-01
1.9111769197500000e+14 2.2151935198586733e-03 5.8491568549803863e-01
1.9124260549916666e+14 2.1643462407987379e-03 6.0593351403152118e-01
1.9136751902333334e+14 2.0930389856047347e-03 6.2117362419502853e-01
1.9149243254750000e+14 2.0049839450930218e-03 6.2727155496029230e-01
1.9161734607166666e+14 1.9058984115073220e-03 6.2045457969736084e-01
1.9174225959583334e+14 1.8038061212565122e-03 5.9673384816888586e-01
1.9186717312000000e+14 1.7092379452179700e-03 5.5259832736997094e-01
1.9199208664416666e+14 1.6349435584867181e-03 4.8652997206401710e-01
1.9211700016833334e+14 1.5944714048755323e-03 4.0123315227230166e-01
1.9224191369250000e+14 1.5992026344666631e-03 3.0519444711844063e-01
1.9236682721666666e+14 1.6547464519853497e-03 2.1121705753223918e-01
1.9249174074083334e+14 1.7603920301698874e-03 1.3167383161226628e-01
1.9261665426500000e+14 1.9064222079228743e-03 7.4292512765911423e-02
1.9274156778916666e+14 2.0812507025169706e-03 4.1003003341876516e-02
1.9286648131333334e+14 2.2728936260832714e-03 2.9964265369598678e-02
1.9299139483750000e+14 2.4704315245855750e-03 3.7739958397675875e-02
1.9311630836166666e+14 2.6644614251529293e-03 6.0671324048958530e-02
1.9324122188583331e+14 2.8470732903366196e-03 9.5475393873995687e-02
1.9336613541000000e+14 3.0116883841452362e-03 1.3940041302301201e-01
1.9349104893416666e+14 3.1529019952650254e-03 1.9018999964733679e-01
1.9361596245833331e+14 3.2663707329486013e-03 2.4598576428032784e-01
1.9374087598250000e+14 3.3500053376249068e-03 3.0514584615096929e-01
1.9386578950666666e+14 3.4001231329579438e-03 3.6633537339607330e-01
1.9399070303083331e+14 3.4152753976983054e-03 4.2829806966083667e-01
1.9411561655500000e+14 3.3949791986353493e-03 4.8981520296052039e-01
1.9424053007916666e+14 3.3397421494932543e-03 5.4963317192049255e-01
1.9436544360333331e+14 3.2510998766728597e-03 6.0638886363737121e-01
1.9449035712750000e+14 3.1316693561933128e-03 6.5852769280828560e-01
1.9461527065166666e+14 2.9852249830888190e-03 7.0421106418577339e-01
1.9474018417583331e+14 2.8168073657557648e-03 7.4121544856608224e-01
1.9486509770000000e+14 2.6328748065642107e-03 7.6683967567605560e-01
1.9499001122416666e+14 2.4424682695023737e-03 7.7755330912421372e-01
1.9511492474833331e+14 2.2545034611021358e-03 7.7004898696448632e-01
1.9523983827250000e+14 2.0807577924663702e-03 7.4096949288292080e-01
1.9536475179666666e+14 1.9344171358382206e-03 6.8846273160874016e-01
1.9548966532083331e+14 1.8285546886532078e-03 6.1422852989111110e-01
1.9561457884500000e+14 1.7731923011101453e-03 5.2530787199077889e-01
1.9573949236916666e+14 1.7718052217995635e-03 4.3344634660117681e-01
1.9586440589333331e+14 1.8195925799547011e-03 3.5109942766490831e-01
1.9598931941750000e+14 1.9051074791907783e-03 2.8683168848573032e-01
1.9611423294166666e+14 2.0139934715290692e-03 2.4363739575355312e-01
1.9623914646583331e+14 2.1335188436235430e-03 2.2018699306177333e-01
1.9636405999000000e+14 2.2507572014668713e-03 2.1317144460870108e-01
1.9648897351416666e+14 2.3566844545582955e-03 2.1858689437418871e-01
1.9661388703833331e+14 2.4449081355976269e-03 2.3258707459801822e-01
1.9673880056250000e+14 2.5114223300002256e-03 2.5171462954651574e-01
1.9686371408666666e+14 2.5543873609763837e-03 2.7290034508765248e-01
1.9698862761083331e+14 2.5739808016161251e-03 2.9339040690476476e-01
1.9711354113500000e+14 2.5723093127806478e-03 3.1068349641215443e-01
1.9723845465916666e+14 2.5533457022668378e-03 3.2252460115684217e-01
1.9736336818333331e+14 2.5228347638283017e-03 3.2699181328080684e-01
1.9748828170750000e+14 2.4892245292815357e-03 3.2260553785677704e-01
1.9761319523166666e+14 2.4598157981078300e-03 3.0896916169892497e-01
1.9773810875583331e+14 2.4433970821008291e-03 2.8684729129512593e-01
1.9786302228000000e+14 2.4479585678212346e-03 2.5851320350434220e-01
1.9798793580416666e+14 2.4793454611205974e-03 2.2762358463007851e-01
1.9811284932833331e+14 2.5401086171976750e-03 1.9859085429149964e-01
1.9823776285250000e+14 2.6290001003822939e-03 1.7563332473332863e-01
1.9836267637666666e+14 2.7413023149836170e-03 1.6192844817515212e-01
1.9848758990083331e+14 2.8697824024607791e-03 1.5921486718308703e-01
1.9861250342500000e+14 3.0058498429451300e-03 1.6787415038698797e-01
1.9873741694916666e+14 3.1416920737554984e-03 1.8725720185925745e-01
1.9886233047333331e+14 3.2676269178987111e-03 2.1614737327700836e-01
1.9898724399750000e+14 3.3759260250615726e-03 2.5301764678882133e-01
