("port 1","mode 1",1,"port 1",1,"transmission")
(101, 3)
1.8737028625000000e+14 1.7938903384499734e-03 6.5822687073620212e-01
1.8749519977416666e+14 1.8170065964335338e-03 6.2340812367482779e-01
1.8762011329833334e+14 1.8455594859350243e-03 5.9888834325911766e-01
1.8774502682250000e+14 1.8724710987006198e-03 5.8333700147341672e-01
1.8786994034666666e+14 1.8924238222227116e-03 5.7447710685536268e-01
1.8799485387083334e+14 1.9020383515203909e-03 5.6960205371961903e-01
1.8811976739500000e+14 1.8998586813099227e-03 5.6588317014648892e-01
1.8824468091916666e+14 1.8862649325163106e-03 5.6054040177012920e-01
1.8836959444333334e+14 1.8633649494942824e-03 5.5096759045721722e-01
1.8849450796750000e+14 1.8348602337641344e-03 5.3489438662724964e-01
1.8861942149166666e+14 1.8058368605293940e-03 5.1064707939177323e-01
1.8874433501583334e+14 1.7837205723333963e-03 4.7724099880521664e-01
1.8886924854000000e+14 1.7737258288779178e-03 4.3572299602229214e-01
1.8899416206416666e+14 1.7818435919237554e-03 3.8848524164877424e-01
1.8911907558833334e+14 1.8125016353417397e-03 3.3940550695273169e-01
1.8924398911250000e+14 1.8676902915120801e-03 2.9310983637279525e-01
1.8936890263666666e+14 1.9466099648800844e-03 2.5391603095884480e-01
1.8949381616083334e+14 2.0459617766359979e-03 2.2495061946418643e-01
1.8961872968500000e+14 2.1606873274726958e-03 2.0779432946046061e-01
1.8974364320916666e+14 2.2848196622634290e-03 2.0264012783217655e-01
1.8986855673333334e+14 2.4121916177499247e-03 2.0870919791819798e-01
1.8999347025750000e+14 2.5382789587659921e-03 2.2461671155415308e-01
1.9011838378166666e+14 2.6563754318831732e-03 2.4886221656976537e-01
1.9024329730583334e+14 2.7618323273331659e-03 2.7986502778663885e-01
1.9036821083000000e+14 2.8507552467641451e-03 3.1611446203280685e-01
1.9049312435416666e+14 2.9200298154081982e-03 3.5619973890673234e-01
1.9061803787833334e+14 2.9673329614853202e-03 3.9880356474533529e-01
1.9074295140250000e+14 2.9911411178202688e-03 4.4267674687650349e-01
1.9086786492666666e+14 2.9907407340670818e-03 4.8660362760100501e-01
1.9099277845083334e+14 2.9662436914648987e-03 5.2936354359238902e-01
1.9111769197500000e+14 2.9186090765597507e-03 5.6969141596684580e-01
1.9124260549916666e+14 2.8508413429485257e-03 6.0601676970874985e-01
1.9136751902333334e+14 2.7644802289825640e-03 6.3706475656592076e-01
1.9149243254750000e+14 2.6632364942126745e-03 6.6125567979945765e-01
1.9161734607166666e+14 2.5518141984194362e-03 6.7691591229524850e-01
1.9174225959583334e+14 2.4359142088191937e-03 6.8237488438002791e-01
1.9186717312000000e+14 2.3221578136771179e-03 6.7617588813059071e-01
1.9199208664416666e+14 2.2178482554446105e-03 6.5744079426018465e-01
1.9211700016833334e+14 2.1304633244970512e-03 6.2637818901909326e-01
1.9224191369250000e+14 2.0668023908231407e-03 5.8479703870834254e-01
1.9236682721666666e+14 2.0318565808130256e-03 5.3632210019582094e-01
1.9249174074083334e+14 2.0289186959283100e-03 4.8574690781259888e-01
1.9261665426500000e+14 2.0554568940892811e-03 4.3873926832917254e-01
1.9274156778916666e+14 2.1068743857157236e-03 3.9976126548774416e-01
1.9286648131333334e+14 2.1763452772279425e-03 3.7155527690650531e-01
1.9299139483750000e+14 2.2560412730201719e-03 3.5504341648026400e-01
1.9311630836166666e+14 2.3381761262368426e-03 3.4972096593069835e-01
1.9324122188583331e+14 2.4156915262823087e-03 3.5419062183040428e-01
1.9336613541000000e+14 2.4826197168024964e-03 3.6660462388984955e-01
1.9349104893416666e+14 2.5342370025182833e-03 3.8494425964017404e-01
1.9361596245833331e+14 2.5671128430620176e-03 4.0715760636416382e-01
1.9374087598250000e+14 2.5803081949590475e-03 4.3104858719701078e-01
1.9386578950666666e+14 2.5718189604971814e-03 4.5469992614675159e-01
1.9399070303083331e+14 2.5422031648965832e-03 4.7602212110656522e-01
1.9411561655500000e+14 2.4934447758118007e-03 4.9285104751445064e-01
1.9424053007916666e+14 2.4290401067028353e-03 5.0294072941352352e-01
1.9436544360333331e+14 2.3540862999940348e-03 5.0402576824341816e-01
1.9449035712750000e+14 2.2753203869049807e-03 4.9401324789223350e-01
1.9461527065166666e+14 2.2010046054297297e-03 4.7137401444426524e-01
1.9474018417583331e+14 2.1404890018410297e-03 4.3576228782632054e-01
1.9486509770000000e+14 2.1032631174973124e-03 3.8873819601694565e-01
1.9499001122416666e+14 2.0986298357884531e-03 3.3407699282428471e-01
1.9511492474833331e+14 2.1304743444646441e-03 2.7784737469439458e-01
