('port 1',TE,1,'port 1',1,'transmission')
(101,3)
1.8737e+14	0.0012841	-3.12151
1.87495e+14	0.00126134	-3.11144
1.8762e+14	0.00123508	-3.09922
1.87745e+14	0.00120478	-3.08546
1.8787e+14	0.00117017	-3.07096
1.87995e+14	0.00113127	-3.05665
1.8812e+14	0.00108842	-3.04359
1.88245e+14	0.0010423	-3.03296
1.8837e+14	0.00099388	-3.02597
1.88495e+14	0.000944434	-3.02385
1.88619e+14	0.000895453	-3.02767
1.88744e+14	0.000848571	-3.03819
1.88869e+14	0.00080543	-3.05566
1.88994e+14	0.000767504	-3.07951
1.89119e+14	0.000735898	-3.10823
1.89244e+14	0.00071114	-3.13938
1.89369e+14	0.000693054	-3.16987
1.89494e+14	0.000680747	-3.19653
1.89619e+14	0.000672742	-3.21663
1.89744e+14	0.000667201	-3.22833
1.89869e+14	0.000662185	-3.23074
1.89993e+14	0.000655873	-3.22389
1.90118e+14	0.000646717	-3.20842
1.90243e+14	0.000633525	-3.18542
1.90368e+14	0.000615494	-3.15625
1.90493e+14	0.000592211	-3.12239
1.90618e+14	0.000563629	-3.08546
1.90743e+14	0.000530032	-3.04721
1.90868e+14	0.000492007	-3.00958
1.90993e+14	0.000450399	-2.97483
1.91118e+14	0.000406284	-2.94573
1.91243e+14	0.000360946	-2.92573
1.91368e+14	0.000315856	-2.91934
1.91492e+14	0.00027267	-2.9323
1.91617e+14	0.00023322	-2.97145
1.91742e+14	0.000199453	-3.04332
1.91867e+14	0.00017318	-3.14999
1.91992e+14	0.000155487	-3.28264
1.92117e+14	0.000145923	-3.41919
1.92242e+14	0.000142265	-3.53411
1.92367e+14	0.000141343	-3.61187
1.92492e+14	0.000140185	-3.64968
1.92617e+14	0.000136621	-3.65143
1.92742e+14	0.000129334	-3.62179
1.92866e+14	0.000117714	-3.56279
1.92991e+14	0.000101719	-3.47101
1.93116e+14	8.18717e-05	-3.33117
1.93241e+14	5.9609e-05	-3.09442
1.93366e+14	3.93968e-05	-2.60005
1.93491e+14	3.58546e-05	-1.67061
1.93616e+14	5.64776e-05	-1.00786
1.93741e+14	8.65604e-05	-0.699525
1.93866e+14	0.000119103	-0.519502
1.93991e+14	0.000151737	-0.391461
1.94116e+14	0.0001832	-0.289828
1.94241e+14	0.000212624	-0.204518
1.94365e+14	0.000239377	-0.131143
1.9449e+14	0.000263037	-0.0677723
1.94615e+14	0.000283384	-0.0136741
1.9474e+14	0.000300415	0.0312657
1.94865e+14	0.00031434	0.066858
1.9499e+14	0.000325579	0.0928309
1.95115e+14	0.000334745	0.109023
1.9524e+14	0.000342603	0.115574
1.95365e+14	0.000350012	0.113097
1.9549e+14	0.000357836	0.102803
1.95615e+14	0.000366849	0.0864912
